method,split,task,regime,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_regret_to_oracle,ci95_regret_to_oracle,groups
failure_aware_manipulation_policy,occlusion_heavy_shift,tool_handoff,human_temporary_obstruction,0.6412,0.0399,0.471,0.0047,0.4649,0.009,0.0697,0.0257,0.0612,0.0206,0.1003,0.0349,0.3384,0.0387,0.4252,0.0455,0.6953,0.013,0.2237,0.0057,0.182,0.0615,7
failure_aware_manipulation_policy,occlusion_heavy_shift,tool_handoff,object_moved,0.5969,0.0276,0.453,0.0103,0.4652,0.0087,0.1003,0.0259,0.0578,0.0164,0.0782,0.0292,0.3435,0.0376,0.432,0.0434,0.6173,0.0167,0.2261,0.004,0.2058,0.0337,7
failure_aware_manipulation_policy,occlusion_heavy_shift,tool_handoff,object_removed,0.5476,0.021,0.4637,0.0092,0.4731,0.0211,0.1122,0.0152,0.0731,0.0271,0.0612,0.0187,0.335,0.0271,0.3946,0.0164,0.7109,0.0075,0.2238,0.0047,0.2568,0.0531,7
failure_aware_manipulation_policy,occlusion_heavy_shift,tool_handoff,substitute_goal_available,0.5935,0.0262,0.4605,0.0143,0.4666,0.0161,0.131,0.0184,0.0323,0.022,0.0816,0.02,0.3656,0.0559,0.4167,0.0423,0.6854,0.0168,0.2202,0.0053,0.2143,0.0401,7
failure_aware_manipulation_policy,occlusion_heavy_shift,tool_handoff,visual_occlusion,0.6293,0.0257,0.4704,0.0124,0.4656,0.0095,0.0578,0.0119,0.0238,0.0102,0.131,0.0249,0.3282,0.0309,0.4456,0.0356,0.7165,0.02,0.2301,0.006,0.1616,0.0573,7
failure_aware_manipulation_policy,physical_removal_shift,bin_sorting,cascading_disappearing_goal,0.5289,0.0519,0.4658,0.0135,0.4516,0.0107,0.1344,0.0159,0.102,0.0227,0.0816,0.0267,0.3656,0.0268,0.3827,0.0535,0.7667,0.0184,0.2272,0.0075,0.3112,0.0402,7
failure_aware_manipulation_policy,physical_removal_shift,bin_sorting,goal_specification_changed,0.6037,0.0337,0.4593,0.0167,0.4494,0.0107,0.1497,0.0337,0.0459,0.0129,0.0442,0.0195,0.3793,0.0299,0.3554,0.0241,0.6707,0.0074,0.2189,0.0057,0.2636,0.0389,7
failure_aware_manipulation_policy,physical_removal_shift,bin_sorting,human_temporary_obstruction,0.6684,0.0542,0.4708,0.0087,0.4609,0.0095,0.0714,0.031,0.0357,0.0125,0.0782,0.0133,0.3401,0.0578,0.4048,0.0617,0.6431,0.0075,0.2249,0.006,0.1548,0.0628,7
failure_aware_manipulation_policy,physical_removal_shift,bin_sorting,object_moved,0.6327,0.0362,0.4621,0.0084,0.4494,0.0061,0.0969,0.0358,0.051,0.0226,0.0748,0.0248,0.3401,0.0349,0.3776,0.0452,0.6046,0.0179,0.224,0.0046,0.1735,0.0475,7
failure_aware_manipulation_policy,physical_removal_shift,bin_sorting,object_removed,0.6293,0.0436,0.4685,0.0084,0.4529,0.0156,0.1105,0.0268,0.0697,0.0172,0.0561,0.0208,0.3214,0.0381,0.3878,0.0429,0.6965,0.014,0.2238,0.0086,0.1888,0.0701,7
failure_aware_manipulation_policy,physical_removal_shift,bin_sorting,substitute_goal_available,0.6054,0.0307,0.4684,0.0118,0.4587,0.0028,0.1037,0.0232,0.0544,0.0152,0.068,0.015,0.369,0.0367,0.3895,0.0226,0.6694,0.0171,0.2266,0.0075,0.1837,0.0511,7
failure_aware_manipulation_policy,physical_removal_shift,bin_sorting,visual_occlusion,0.6463,0.0457,0.4693,0.0048,0.4502,0.01,0.0697,0.0224,0.0323,0.0174,0.1156,0.0237,0.3656,0.0122,0.4133,0.0366,0.6347,0.0101,0.2191,0.006,0.1769,0.0412,7
failure_aware_manipulation_policy,physical_removal_shift,drawer_placement,cascading_disappearing_goal,0.5221,0.0635,0.4651,0.0134,0.4522,0.014,0.1344,0.0122,0.0986,0.022,0.0969,0.02,0.3605,0.037,0.3861,0.0233,0.796,0.0179,0.2234,0.0033,0.2636,0.0618,7
failure_aware_manipulation_policy,physical_removal_shift,drawer_placement,goal_specification_changed,0.6071,0.0384,0.455,0.0091,0.462,0.0101,0.1412,0.0262,0.068,0.0237,0.0544,0.0243,0.3588,0.0399,0.352,0.0391,0.7024,0.0126,0.2267,0.0059,0.2007,0.0505,7
failure_aware_manipulation_policy,physical_removal_shift,drawer_placement,human_temporary_obstruction,0.6446,0.0556,0.4701,0.0095,0.455,0.0113,0.0578,0.0267,0.0527,0.0227,0.0935,0.0324,0.3214,0.0524,0.3844,0.0555,0.6525,0.0162,0.2285,0.0059,0.1905,0.0626,7
failure_aware_manipulation_policy,physical_removal_shift,drawer_placement,object_moved,0.5646,0.0404,0.4697,0.0064,0.4493,0.0139,0.102,0.0394,0.0357,0.0176,0.0816,0.0164,0.3486,0.0606,0.398,0.0526,0.6148,0.019,0.2283,0.0049,0.2347,0.0643,7
failure_aware_manipulation_policy,physical_removal_shift,drawer_placement,object_removed,0.5884,0.0397,0.4693,0.0066,0.4483,0.0114,0.1412,0.0271,0.0663,0.0123,0.0663,0.0227,0.3384,0.0349,0.352,0.0292,0.7351,0.0121,0.2203,0.0034,0.2041,0.0424,7
failure_aware_manipulation_policy,physical_removal_shift,drawer_placement,substitute_goal_available,0.5663,0.0397,0.4626,0.0122,0.4612,0.0113,0.1054,0.023,0.0663,0.0254,0.0646,0.0175,0.3197,0.0484,0.3759,0.0209,0.6904,0.009,0.227,0.0059,0.2568,0.0416,7
failure_aware_manipulation_policy,physical_removal_shift,drawer_placement,visual_occlusion,0.6003,0.0345,0.4618,0.0099,0.4518,0.006,0.068,0.0282,0.0357,0.0204,0.1122,0.0227,0.3895,0.0248,0.4048,0.0472,0.6533,0.0101,0.2317,0.0052,0.2075,0.0506,7
failure_aware_manipulation_policy,physical_removal_shift,mobile_pick_and_place,cascading_disappearing_goal,0.5697,0.0415,0.4637,0.0156,0.4601,0.0071,0.1327,0.0406,0.0816,0.0324,0.0969,0.018,0.3929,0.0239,0.3605,0.0363,0.791,0.0163,0.2207,0.0067,0.1956,0.0446,7
failure_aware_manipulation_policy,physical_removal_shift,mobile_pick_and_place,goal_specification_changed,0.5391,0.0393,0.459,0.0123,0.4589,0.0114,0.119,0.0334,0.0425,0.0152,0.0612,0.0079,0.3759,0.0472,0.3707,0.0433,0.6879,0.017,0.2225,0.0073,0.2602,0.0484,7
failure_aware_manipulation_policy,physical_removal_shift,mobile_pick_and_place,human_temporary_obstruction,0.6054,0.0382,0.4656,0.0073,0.4497,0.0092,0.0646,0.0221,0.0493,0.0224,0.0918,0.0291,0.3401,0.0394,0.3878,0.0341,0.6736,0.0192,0.2266,0.007,0.2228,0.0428,7
failure_aware_manipulation_policy,physical_removal_shift,mobile_pick_and_place,object_moved,0.6037,0.0383,0.4615,0.0069,0.4504,0.0075,0.1037,0.0159,0.0442,0.015,0.0867,0.0202,0.3673,0.0442,0.3656,0.0182,0.6155,0.0185,0.2254,0.0072,0.1939,0.0296,7
failure_aware_manipulation_policy,physical_removal_shift,mobile_pick_and_place,object_removed,0.5816,0.0424,0.4532,0.0046,0.4545,0.0074,0.1378,0.0292,0.068,0.0174,0.0697,0.0224,0.3503,0.0325,0.3622,0.0301,0.7116,0.0145,0.222,0.0098,0.2228,0.0566,7
failure_aware_manipulation_policy,physical_removal_shift,mobile_pick_and_place,substitute_goal_available,0.5935,0.0436,0.4709,0.0121,0.4515,0.0146,0.1037,0.0189,0.0476,0.0184,0.0833,0.0176,0.3656,0.0296,0.3929,0.042,0.6862,0.0126,0.2266,0.0085,0.2109,0.0718,7
failure_aware_manipulation_policy,physical_removal_shift,mobile_pick_and_place,visual_occlusion,0.6207,0.0351,0.4624,0.0105,0.4465,0.0044,0.0714,0.0269,0.0221,0.0094,0.1156,0.022,0.3435,0.0281,0.3776,0.0329,0.6652,0.0135,0.2293,0.0038,0.2007,0.0518,7
failure_aware_manipulation_policy,physical_removal_shift,shelf_retrieval,cascading_disappearing_goal,0.551,0.046,0.4645,0.0143,0.4448,0.0116,0.1276,0.03,0.0765,0.0215,0.0986,0.0202,0.3588,0.0545,0.3639,0.0416,0.8031,0.0103,0.2238,0.0049,0.2721,0.0595,7
failure_aware_manipulation_policy,physical_removal_shift,shelf_retrieval,goal_specification_changed,0.5935,0.0307,0.4607,0.0103,0.4495,0.0148,0.131,0.0371,0.0629,0.022,0.0612,0.0219,0.3827,0.0379,0.3656,0.0422,0.6867,0.0085,0.2179,0.0046,0.2449,0.0569,7
failure_aware_manipulation_policy,physical_removal_shift,shelf_retrieval,human_temporary_obstruction,0.6293,0.0424,0.4584,0.0123,0.4506,0.0073,0.0612,0.0164,0.0646,0.0203,0.0918,0.0253,0.3571,0.0478,0.3929,0.0441,0.6638,0.012,0.2277,0.0044,0.2007,0.0614,7
failure_aware_manipulation_policy,physical_removal_shift,shelf_retrieval,object_moved,0.5884,0.0196,0.4573,0.0091,0.4531,0.0091,0.1156,0.0355,0.0442,0.0214,0.0782,0.0243,0.3537,0.0449,0.4082,0.0416,0.6286,0.0143,0.2185,0.0044,0.25,0.0326,7
failure_aware_manipulation_policy,physical_removal_shift,shelf_retrieval,object_removed,0.5697,0.0393,0.4687,0.0131,0.4464,0.0142,0.1259,0.037,0.068,0.0313,0.0578,0.0107,0.3673,0.0409,0.3605,0.038,0.71,0.0075,0.2232,0.0083,0.2449,0.0416,7
failure_aware_manipulation_policy,physical_removal_shift,shelf_retrieval,substitute_goal_available,0.5731,0.0393,0.4657,0.0054,0.444,0.0086,0.1037,0.038,0.0595,0.0222,0.0646,0.0287,0.3418,0.0352,0.3844,0.0393,0.6926,0.0069,0.217,0.005,0.2551,0.0423,7
failure_aware_manipulation_policy,physical_removal_shift,shelf_retrieval,visual_occlusion,0.6446,0.0448,0.4637,0.0121,0.4486,0.0137,0.0714,0.0161,0.0204,0.0122,0.1259,0.0488,0.3673,0.0246,0.381,0.0423,0.6572,0.0147,0.2255,0.0039,0.1803,0.0525,7
failure_aware_manipulation_policy,physical_removal_shift,tool_handoff,cascading_disappearing_goal,0.5272,0.0348,0.4624,0.0155,0.4522,0.0144,0.1752,0.0321,0.0867,0.0296,0.0867,0.0202,0.398,0.0313,0.3639,0.0443,0.8279,0.0129,0.2278,0.0045,0.2517,0.0328,7
failure_aware_manipulation_policy,physical_removal_shift,tool_handoff,goal_specification_changed,0.5867,0.0679,0.4715,0.0072,0.4528,0.0067,0.1378,0.0183,0.0748,0.0208,0.0595,0.0161,0.3248,0.0348,0.3571,0.0414,0.7238,0.0162,0.2269,0.0038,0.2092,0.077,7
failure_aware_manipulation_policy,physical_removal_shift,tool_handoff,human_temporary_obstruction,0.6293,0.02,0.4566,0.0093,0.4454,0.0051,0.0663,0.0175,0.0544,0.0215,0.0833,0.0161,0.3759,0.0384,0.3673,0.0336,0.6794,0.0113,0.2262,0.0072,0.1718,0.0441,7
failure_aware_manipulation_policy,physical_removal_shift,tool_handoff,object_moved,0.5867,0.0387,0.4754,0.0083,0.4507,0.0116,0.1224,0.0333,0.0408,0.0168,0.0714,0.0197,0.3656,0.0477,0.3469,0.0448,0.6162,0.0135,0.2268,0.0065,0.2211,0.0491,7
failure_aware_manipulation_policy,physical_removal_shift,tool_handoff,object_removed,0.5765,0.0441,0.4689,0.013,0.4502,0.0098,0.1224,0.0248,0.0884,0.0133,0.0527,0.0321,0.3452,0.0342,0.3946,0.0369,0.7416,0.0131,0.2238,0.0066,0.2262,0.0551,7
failure_aware_manipulation_policy,physical_removal_shift,tool_handoff,substitute_goal_available,0.5629,0.046,0.459,0.0047,0.4513,0.0108,0.0935,0.0107,0.0629,0.0237,0.0816,0.0351,0.3452,0.0407,0.3878,0.0341,0.7125,0.0182,0.2214,0.0066,0.2245,0.0459,7
failure_aware_manipulation_policy,physical_removal_shift,tool_handoff,visual_occlusion,0.6173,0.049,0.4654,0.0122,0.4461,0.0095,0.0748,0.0243,0.0255,0.0079,0.1054,0.0156,0.3776,0.0282,0.3878,0.0325,0.6658,0.0064,0.2261,0.0074,0.1956,0.041,7
goal_retargeting_heuristic,combined_disappearance_stress,bin_sorting,cascading_disappearing_goal,0.4371,0.0291,0.3576,0.0181,0.4299,0.0105,0.1905,0.026,0.0935,0.0193,0.1241,0.0301,0.1939,0.0329,0.3333,0.0314,0.9443,0.0138,0.2235,0.0068,0.3827,0.0482,7
goal_retargeting_heuristic,combined_disappearance_stress,bin_sorting,goal_specification_changed,0.5459,0.0339,0.347,0.0113,0.4205,0.0125,0.1582,0.0273,0.0697,0.0172,0.0918,0.0258,0.2126,0.0252,0.3316,0.023,0.824,0.0117,0.2193,0.0076,0.2755,0.0561,7
goal_retargeting_heuristic,combined_disappearance_stress,bin_sorting,human_temporary_obstruction,0.6105,0.0377,0.3533,0.0131,0.4243,0.0122,0.0765,0.0183,0.0544,0.0143,0.1361,0.0264,0.2398,0.0372,0.3912,0.0303,0.8115,0.0146,0.221,0.0051,0.2024,0.0494,7
goal_retargeting_heuristic,combined_disappearance_stress,bin_sorting,object_moved,0.5476,0.0494,0.3524,0.0127,0.418,0.0122,0.1548,0.0283,0.0493,0.0107,0.0799,0.0159,0.2194,0.0313,0.3861,0.0521,0.7576,0.007,0.2212,0.0036,0.2517,0.0525,7
goal_retargeting_heuristic,combined_disappearance_stress,bin_sorting,object_removed,0.5646,0.0413,0.357,0.0123,0.4255,0.0114,0.1497,0.0296,0.0714,0.0239,0.0612,0.0172,0.2041,0.0418,0.3163,0.0477,0.8495,0.0075,0.2167,0.0053,0.2636,0.051,7
goal_retargeting_heuristic,combined_disappearance_stress,bin_sorting,substitute_goal_available,0.517,0.0387,0.3682,0.0092,0.4222,0.013,0.1803,0.0421,0.0697,0.0193,0.0884,0.0278,0.2347,0.0373,0.3759,0.0377,0.8327,0.014,0.2162,0.0039,0.3044,0.0567,7
goal_retargeting_heuristic,combined_disappearance_stress,bin_sorting,visual_occlusion,0.5867,0.0243,0.3626,0.0089,0.4132,0.0106,0.0901,0.0356,0.0357,0.0135,0.1684,0.0139,0.2296,0.0263,0.3367,0.0519,0.8235,0.0151,0.2213,0.0024,0.2466,0.041,7
goal_retargeting_heuristic,combined_disappearance_stress,drawer_placement,cascading_disappearing_goal,0.3793,0.0513,0.3489,0.0104,0.4262,0.0131,0.2415,0.037,0.1276,0.0243,0.1241,0.0292,0.2211,0.0292,0.352,0.0429,0.9842,0.0118,0.2187,0.0051,0.4014,0.0679,7
goal_retargeting_heuristic,combined_disappearance_stress,drawer_placement,goal_specification_changed,0.5119,0.0435,0.358,0.0075,0.4213,0.0066,0.1548,0.021,0.0884,0.0269,0.0782,0.0249,0.2092,0.0511,0.3861,0.0329,0.8503,0.0158,0.2153,0.0087,0.2602,0.0424,7
goal_retargeting_heuristic,combined_disappearance_stress,drawer_placement,human_temporary_obstruction,0.5153,0.0337,0.3607,0.0078,0.4183,0.0108,0.119,0.0288,0.0731,0.0236,0.1633,0.0437,0.1956,0.0325,0.3912,0.05,0.8268,0.0083,0.2211,0.0029,0.2908,0.0521,7
goal_retargeting_heuristic,combined_disappearance_stress,drawer_placement,object_moved,0.5595,0.0602,0.3623,0.0087,0.4174,0.012,0.1667,0.033,0.0612,0.02,0.1105,0.0325,0.1973,0.0287,0.3639,0.0438,0.7777,0.0108,0.2181,0.0068,0.2619,0.075,7
goal_retargeting_heuristic,combined_disappearance_stress,drawer_placement,object_removed,0.5204,0.0337,0.3401,0.0099,0.4282,0.0137,0.216,0.032,0.0867,0.0287,0.0731,0.0262,0.2177,0.0313,0.3231,0.054,0.8906,0.0076,0.2092,0.0029,0.2687,0.0391,7
goal_retargeting_heuristic,combined_disappearance_stress,drawer_placement,substitute_goal_available,0.4728,0.0214,0.3553,0.0079,0.4158,0.0142,0.1344,0.0313,0.0714,0.031,0.0867,0.0309,0.1786,0.0438,0.3435,0.0389,0.8615,0.0061,0.2176,0.0086,0.3367,0.0366,7
goal_retargeting_heuristic,combined_disappearance_stress,drawer_placement,visual_occlusion,0.5289,0.0477,0.3539,0.0119,0.4194,0.0093,0.0782,0.0196,0.034,0.0094,0.1667,0.0228,0.267,0.0296,0.4031,0.023,0.8302,0.0068,0.2193,0.0077,0.2619,0.036,7
goal_retargeting_heuristic,combined_disappearance_stress,mobile_pick_and_place,cascading_disappearing_goal,0.4558,0.0406,0.3503,0.0111,0.4207,0.0076,0.233,0.0391,0.1122,0.0203,0.1514,0.0422,0.2381,0.0265,0.3486,0.0291,0.9973,0.0104,0.2204,0.0033,0.3061,0.04,7
goal_retargeting_heuristic,combined_disappearance_stress,mobile_pick_and_place,goal_specification_changed,0.4813,0.0429,0.3617,0.0109,0.4193,0.005,0.1514,0.0202,0.1003,0.019,0.0799,0.0202,0.2245,0.0471,0.3622,0.063,0.8471,0.0145,0.2174,0.0074,0.3537,0.058,7
goal_retargeting_heuristic,combined_disappearance_stress,mobile_pick_and_place,human_temporary_obstruction,0.5799,0.0434,0.3542,0.0105,0.4214,0.013,0.1037,0.0325,0.0833,0.0233,0.1905,0.0435,0.1854,0.0349,0.369,0.0522,0.8429,0.0088,0.2232,0.0062,0.2177,0.0337,7
goal_retargeting_heuristic,combined_disappearance_stress,mobile_pick_and_place,object_moved,0.5255,0.0448,0.3558,0.0096,0.421,0.0106,0.1446,0.0224,0.0629,0.0296,0.0901,0.0301,0.2313,0.0278,0.3707,0.0457,0.776,0.0184,0.2178,0.0057,0.301,0.0584,7
goal_retargeting_heuristic,combined_disappearance_stress,mobile_pick_and_place,object_removed,0.4915,0.044,0.3629,0.007,0.4253,0.0089,0.1837,0.0287,0.0816,0.0241,0.0799,0.0226,0.2415,0.0477,0.3418,0.0511,0.8863,0.0145,0.2161,0.0083,0.2823,0.0608,7
goal_retargeting_heuristic,combined_disappearance_stress,mobile_pick_and_place,substitute_goal_available,0.4439,0.0325,0.3602,0.0072,0.4294,0.0137,0.1548,0.0153,0.0799,0.0278,0.1105,0.0321,0.2109,0.0248,0.3656,0.034,0.8482,0.0104,0.2147,0.0066,0.3554,0.0445,7
goal_retargeting_heuristic,combined_disappearance_stress,mobile_pick_and_place,visual_occlusion,0.5221,0.0415,0.3616,0.0104,0.4125,0.0095,0.0833,0.0102,0.0459,0.0107,0.182,0.0189,0.1973,0.0325,0.3503,0.0333,0.8349,0.0177,0.2221,0.0086,0.2925,0.0524,7
goal_retargeting_heuristic,combined_disappearance_stress,shelf_retrieval,cascading_disappearing_goal,0.432,0.034,0.3644,0.0129,0.4138,0.0094,0.2007,0.0303,0.0935,0.0224,0.1395,0.0355,0.2313,0.019,0.3759,0.0416,0.9695,0.0121,0.223,0.0031,0.3707,0.0459,7
goal_retargeting_heuristic,combined_disappearance_stress,shelf_retrieval,goal_specification_changed,0.5068,0.0274,0.3549,0.0086,0.4232,0.0053,0.131,0.0318,0.068,0.0132,0.0697,0.0156,0.2075,0.0443,0.3316,0.0206,0.8317,0.0167,0.2124,0.0073,0.2874,0.0415,7
goal_retargeting_heuristic,combined_disappearance_stress,shelf_retrieval,human_temporary_obstruction,0.5697,0.043,0.3514,0.0162,0.4187,0.0159,0.1378,0.0391,0.0561,0.0282,0.165,0.0424,0.2109,0.0508,0.381,0.0455,0.8422,0.0195,0.2206,0.0053,0.2432,0.0463,7
goal_retargeting_heuristic,combined_disappearance_stress,shelf_retrieval,object_moved,0.5221,0.057,0.3601,0.0103,0.4169,0.0097,0.1922,0.029,0.0459,0.0156,0.0918,0.0208,0.2126,0.0187,0.3503,0.0325,0.775,0.0183,0.2189,0.0084,0.2925,0.0718,7
goal_retargeting_heuristic,combined_disappearance_stress,shelf_retrieval,object_removed,0.4898,0.0303,0.3557,0.0083,0.4264,0.011,0.1667,0.0306,0.1071,0.0144,0.085,0.0156,0.2381,0.0432,0.3554,0.0347,0.8752,0.0072,0.2138,0.009,0.3146,0.0321,7
goal_retargeting_heuristic,combined_disappearance_stress,shelf_retrieval,substitute_goal_available,0.5612,0.0508,0.3595,0.0106,0.416,0.0079,0.1667,0.026,0.085,0.0281,0.1139,0.019,0.2177,0.0366,0.3639,0.0269,0.8526,0.0139,0.2246,0.0052,0.2262,0.0444,7
goal_retargeting_heuristic,combined_disappearance_stress,shelf_retrieval,visual_occlusion,0.5731,0.0303,0.3676,0.0105,0.4216,0.0067,0.0884,0.0287,0.0476,0.0169,0.1361,0.0321,0.2075,0.0254,0.3605,0.0214,0.8514,0.0124,0.2225,0.0081,0.2228,0.0291,7
goal_retargeting_heuristic,combined_disappearance_stress,tool_handoff,cascading_disappearing_goal,0.3895,0.03,0.3583,0.0144,0.4316,0.0129,0.2228,0.0296,0.1259,0.0203,0.1395,0.0377,0.2041,0.0257,0.3605,0.0317,1.0193,0.0124,0.2192,0.0066,0.3571,0.0624,7
goal_retargeting_heuristic,combined_disappearance_stress,tool_handoff,goal_specification_changed,0.5306,0.0546,0.3582,0.0094,0.4225,0.0078,0.1888,0.0219,0.0731,0.0267,0.0646,0.0123,0.2007,0.0382,0.335,0.0307,0.8674,0.01,0.2104,0.0063,0.2704,0.0739,7
goal_retargeting_heuristic,combined_disappearance_stress,tool_handoff,human_temporary_obstruction,0.5442,0.0714,0.361,0.0109,0.4167,0.0069,0.0833,0.0306,0.051,0.0141,0.1582,0.03,0.2245,0.0303,0.3895,0.0501,0.847,0.0167,0.2176,0.0081,0.2772,0.0686,7
goal_retargeting_heuristic,combined_disappearance_stress,tool_handoff,object_moved,0.4864,0.0328,0.3604,0.0112,0.4217,0.0123,0.1854,0.0259,0.0646,0.0309,0.0952,0.0233,0.2347,0.0393,0.3588,0.0257,0.7871,0.0065,0.2173,0.0036,0.318,0.0501,7
goal_retargeting_heuristic,combined_disappearance_stress,tool_handoff,object_removed,0.4643,0.0444,0.362,0.0138,0.4323,0.0138,0.1922,0.0436,0.1122,0.0221,0.0731,0.0193,0.2313,0.0333,0.3316,0.0376,0.9182,0.0073,0.2164,0.0045,0.3248,0.0562,7
goal_retargeting_heuristic,combined_disappearance_stress,tool_handoff,substitute_goal_available,0.449,0.0359,0.3628,0.0099,0.4268,0.016,0.1769,0.0236,0.0782,0.0309,0.1088,0.0262,0.1939,0.0263,0.3741,0.0313,0.8617,0.0112,0.2188,0.0079,0.3401,0.04,7
goal_retargeting_heuristic,combined_disappearance_stress,tool_handoff,visual_occlusion,0.5272,0.0373,0.3613,0.014,0.4236,0.0082,0.0799,0.0195,0.0306,0.01,0.1599,0.0259,0.2313,0.0381,0.381,0.0216,0.8607,0.0099,0.229,0.0077,0.3078,0.0409,7
goal_retargeting_heuristic,delayed_reappearance,bin_sorting,cascading_disappearing_goal,0.4847,0.034,0.389,0.0154,0.4438,0.0112,0.1769,0.0332,0.0748,0.015,0.1139,0.0264,0.2228,0.0348,0.3861,0.0604,0.9245,0.0064,0.2224,0.0056,0.3435,0.0262,7
goal_retargeting_heuristic,delayed_reappearance,bin_sorting,goal_specification_changed,0.5799,0.0296,0.3958,0.0057,0.443,0.0076,0.1156,0.0329,0.0595,0.0125,0.051,0.0122,0.2143,0.026,0.4133,0.0226,0.8036,0.0135,0.214,0.006,0.2126,0.0328,7
goal_retargeting_heuristic,delayed_reappearance,bin_sorting,human_temporary_obstruction,0.5714,0.0486,0.3786,0.0146,0.4377,0.0132,0.1037,0.0132,0.0544,0.0123,0.1497,0.0292,0.2177,0.0366,0.4184,0.0294,0.7961,0.0155,0.2261,0.0078,0.2517,0.0753,7
goal_retargeting_heuristic,delayed_reappearance,bin_sorting,object_moved,0.5612,0.0402,0.3832,0.0107,0.4428,0.0053,0.1497,0.0215,0.051,0.0167,0.0935,0.0339,0.2007,0.0503,0.3741,0.0485,0.7552,0.0169,0.2142,0.0081,0.2517,0.0442,7
goal_retargeting_heuristic,delayed_reappearance,bin_sorting,object_removed,0.5782,0.0363,0.3841,0.012,0.4379,0.0101,0.1548,0.0297,0.0663,0.0221,0.0799,0.0182,0.2126,0.0281,0.3844,0.0377,0.8259,0.0087,0.2217,0.0086,0.2602,0.0451,7
goal_retargeting_heuristic,delayed_reappearance,bin_sorting,substitute_goal_available,0.5272,0.0344,0.3878,0.0105,0.4449,0.0045,0.1378,0.0264,0.0578,0.0224,0.0901,0.0196,0.2245,0.0389,0.3776,0.0406,0.8072,0.0284,0.2129,0.0086,0.2908,0.0341,7
goal_retargeting_heuristic,delayed_reappearance,bin_sorting,visual_occlusion,0.6241,0.0356,0.3902,0.0098,0.4352,0.0101,0.0714,0.0255,0.0357,0.0102,0.1207,0.0206,0.2024,0.0301,0.4269,0.0421,0.8021,0.0099,0.2212,0.0073,0.2058,0.0416,7
goal_retargeting_heuristic,delayed_reappearance,drawer_placement,cascading_disappearing_goal,0.4405,0.0274,0.3866,0.0064,0.4399,0.0077,0.1888,0.0172,0.0952,0.0072,0.1395,0.0248,0.2279,0.0148,0.3707,0.0593,0.9289,0.0111,0.2198,0.0062,0.3639,0.0278,7
goal_retargeting_heuristic,delayed_reappearance,drawer_placement,goal_specification_changed,0.534,0.0362,0.3896,0.0084,0.4398,0.0073,0.1667,0.033,0.0646,0.0183,0.0646,0.0168,0.2092,0.0363,0.4099,0.0463,0.803,0.018,0.2184,0.0046,0.3044,0.0367,7
goal_retargeting_heuristic,delayed_reappearance,drawer_placement,human_temporary_obstruction,0.5544,0.0337,0.3885,0.007,0.4431,0.0079,0.1088,0.0365,0.0714,0.0204,0.165,0.0336,0.1871,0.0344,0.3963,0.0278,0.8134,0.0123,0.2213,0.0081,0.25,0.0367,7
goal_retargeting_heuristic,delayed_reappearance,drawer_placement,object_moved,0.5697,0.0497,0.3864,0.0107,0.4378,0.0136,0.1769,0.0382,0.0782,0.0152,0.0986,0.022,0.2262,0.0288,0.3997,0.0341,0.7753,0.0152,0.2143,0.0051,0.2551,0.0609,7
goal_retargeting_heuristic,delayed_reappearance,drawer_placement,object_removed,0.5765,0.0381,0.3911,0.012,0.4517,0.0108,0.1582,0.0226,0.0714,0.0176,0.0663,0.0209,0.2296,0.055,0.3946,0.0362,0.8508,0.013,0.2192,0.0051,0.2245,0.0547,7
goal_retargeting_heuristic,delayed_reappearance,drawer_placement,substitute_goal_available,0.5816,0.0439,0.3872,0.0109,0.4383,0.0103,0.1327,0.0246,0.0663,0.0274,0.0901,0.0264,0.1973,0.0152,0.4116,0.037,0.8186,0.0056,0.2193,0.0054,0.216,0.0406,7
goal_retargeting_heuristic,delayed_reappearance,drawer_placement,visual_occlusion,0.5493,0.0588,0.3896,0.0089,0.443,0.0103,0.1037,0.0406,0.0323,0.0084,0.1531,0.0351,0.2262,0.0572,0.3741,0.0227,0.8306,0.0116,0.2188,0.004,0.284,0.0728,7
goal_retargeting_heuristic,delayed_reappearance,mobile_pick_and_place,cascading_disappearing_goal,0.4813,0.0772,0.3878,0.0108,0.4433,0.0086,0.1735,0.0264,0.0918,0.03,0.1514,0.0434,0.2143,0.0274,0.3759,0.0296,0.934,0.009,0.2229,0.0044,0.3095,0.0888,7
goal_retargeting_heuristic,delayed_reappearance,mobile_pick_and_place,goal_specification_changed,0.5136,0.0528,0.3859,0.0093,0.4468,0.0103,0.1582,0.0291,0.0561,0.0132,0.0867,0.0296,0.2279,0.0148,0.3707,0.0465,0.8122,0.0113,0.2165,0.0035,0.3061,0.0615,7
