method,split,task,regime,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_regret_to_oracle,ci95_regret_to_oracle,groups
failure_aware_manipulation_policy,delayed_reappearance,drawer_placement,goal_specification_changed,0.5731,0.0339,0.4837,0.0051,0.4388,0.011,0.148,0.0133,0.0561,0.0132,0.0544,0.0152,0.2908,0.0305,0.3469,0.0257,0.7511,0.0104,0.2178,0.006,0.2653,0.034,7
failure_aware_manipulation_policy,delayed_reappearance,drawer_placement,human_temporary_obstruction,0.6105,0.0419,0.4687,0.0098,0.4387,0.0112,0.0986,0.0278,0.0697,0.0219,0.0969,0.0276,0.2976,0.0345,0.4133,0.0232,0.746,0.0183,0.2273,0.006,0.1956,0.0722,7
failure_aware_manipulation_policy,delayed_reappearance,drawer_placement,object_moved,0.5714,0.0364,0.4714,0.0141,0.4382,0.0114,0.1259,0.041,0.0527,0.0112,0.0799,0.0313,0.3095,0.0228,0.4167,0.0314,0.6836,0.0132,0.2236,0.0064,0.2534,0.0457,7
failure_aware_manipulation_policy,delayed_reappearance,drawer_placement,object_removed,0.5952,0.0274,0.4762,0.004,0.4385,0.0081,0.1429,0.036,0.0833,0.0197,0.0748,0.0174,0.2823,0.0352,0.398,0.0384,0.7677,0.0157,0.2229,0.0028,0.2058,0.0291,7
failure_aware_manipulation_policy,delayed_reappearance,drawer_placement,substitute_goal_available,0.5595,0.0391,0.4714,0.0136,0.4447,0.0134,0.1361,0.0209,0.0646,0.0175,0.0884,0.0249,0.2279,0.0281,0.381,0.0249,0.7625,0.0146,0.2231,0.0048,0.2381,0.0411,7
failure_aware_manipulation_policy,delayed_reappearance,drawer_placement,visual_occlusion,0.5901,0.0333,0.4732,0.0066,0.439,0.013,0.102,0.0123,0.0255,0.0172,0.1122,0.0196,0.2534,0.037,0.432,0.0471,0.7531,0.0161,0.2275,0.0046,0.2432,0.0514,7
failure_aware_manipulation_policy,delayed_reappearance,mobile_pick_and_place,cascading_disappearing_goal,0.4966,0.0352,0.4708,0.0114,0.4369,0.0087,0.1582,0.0208,0.0952,0.0169,0.119,0.0144,0.2789,0.0249,0.3793,0.0482,0.8723,0.0145,0.2288,0.0057,0.2942,0.0516,7
failure_aware_manipulation_policy,delayed_reappearance,mobile_pick_and_place,goal_specification_changed,0.5816,0.0402,0.4613,0.0121,0.441,0.0096,0.1207,0.0148,0.0714,0.033,0.0697,0.0187,0.2687,0.0123,0.4286,0.042,0.7448,0.0121,0.2249,0.0078,0.2381,0.0553,7
failure_aware_manipulation_policy,delayed_reappearance,mobile_pick_and_place,human_temporary_obstruction,0.6293,0.032,0.4672,0.0098,0.4339,0.0077,0.0816,0.0172,0.0612,0.0172,0.1412,0.0445,0.3078,0.0376,0.4065,0.0376,0.7576,0.0155,0.2276,0.0084,0.1922,0.0316,7
failure_aware_manipulation_policy,delayed_reappearance,mobile_pick_and_place,object_moved,0.5697,0.0399,0.4716,0.0057,0.4394,0.0128,0.1548,0.0239,0.0493,0.0172,0.0765,0.0221,0.2874,0.043,0.4473,0.0534,0.7103,0.0144,0.2194,0.0051,0.2364,0.0606,7
failure_aware_manipulation_policy,delayed_reappearance,mobile_pick_and_place,object_removed,0.602,0.0413,0.4755,0.0099,0.4364,0.0144,0.1361,0.0384,0.0697,0.0156,0.0646,0.0243,0.2755,0.0219,0.3486,0.0352,0.7761,0.0073,0.2242,0.0075,0.1973,0.0493,7
failure_aware_manipulation_policy,delayed_reappearance,mobile_pick_and_place,substitute_goal_available,0.5765,0.0337,0.4641,0.0074,0.4442,0.0143,0.1276,0.022,0.0544,0.0168,0.0816,0.029,0.2874,0.0241,0.398,0.0504,0.7524,0.0172,0.2213,0.0023,0.2126,0.0433,7
failure_aware_manipulation_policy,delayed_reappearance,mobile_pick_and_place,visual_occlusion,0.648,0.0309,0.4731,0.0067,0.4209,0.0141,0.0935,0.0285,0.0357,0.0176,0.131,0.0301,0.2687,0.0374,0.4065,0.0343,0.7775,0.0127,0.2232,0.0059,0.1667,0.0374,7
failure_aware_manipulation_policy,delayed_reappearance,shelf_retrieval,cascading_disappearing_goal,0.5068,0.036,0.4686,0.0084,0.4419,0.0113,0.1582,0.0243,0.0816,0.0241,0.1395,0.0313,0.2874,0.043,0.3741,0.0596,0.8723,0.0104,0.2258,0.0055,0.3061,0.0287,7
failure_aware_manipulation_policy,delayed_reappearance,shelf_retrieval,goal_specification_changed,0.5867,0.0463,0.4633,0.0069,0.4325,0.0119,0.1514,0.0419,0.0442,0.0111,0.0442,0.015,0.3265,0.0394,0.3724,0.0248,0.7379,0.0129,0.222,0.0059,0.2313,0.0475,7
failure_aware_manipulation_policy,delayed_reappearance,shelf_retrieval,human_temporary_obstruction,0.6071,0.0269,0.4605,0.0168,0.4367,0.0063,0.119,0.0432,0.0408,0.0123,0.0952,0.0279,0.2653,0.034,0.3997,0.0475,0.7635,0.0097,0.2244,0.0067,0.1871,0.0202,7
failure_aware_manipulation_policy,delayed_reappearance,shelf_retrieval,object_moved,0.6173,0.032,0.4759,0.018,0.44,0.0056,0.1514,0.041,0.0408,0.0196,0.0918,0.0329,0.2874,0.0303,0.3912,0.049,0.6994,0.019,0.2234,0.0062,0.1786,0.0707,7
failure_aware_manipulation_policy,delayed_reappearance,shelf_retrieval,object_removed,0.6037,0.0317,0.4739,0.012,0.4369,0.0049,0.1207,0.0148,0.0459,0.0156,0.0748,0.0317,0.2755,0.0535,0.3639,0.0363,0.7701,0.0111,0.223,0.0055,0.2007,0.0465,7
failure_aware_manipulation_policy,delayed_reappearance,shelf_retrieval,substitute_goal_available,0.5918,0.0629,0.4655,0.0116,0.432,0.0113,0.1241,0.0363,0.0612,0.018,0.0952,0.0204,0.3027,0.036,0.3537,0.0325,0.7527,0.0153,0.2244,0.0058,0.2143,0.0672,7
failure_aware_manipulation_policy,delayed_reappearance,shelf_retrieval,visual_occlusion,0.6412,0.0351,0.463,0.0144,0.441,0.0109,0.0867,0.0296,0.0323,0.0182,0.1276,0.034,0.2891,0.0524,0.4133,0.0434,0.7897,0.0101,0.2244,0.0051,0.1922,0.0584,7
failure_aware_manipulation_policy,delayed_reappearance,tool_handoff,cascading_disappearing_goal,0.5578,0.0462,0.4715,0.0155,0.444,0.0059,0.1803,0.0246,0.0867,0.0132,0.1122,0.0349,0.3112,0.0465,0.4014,0.0578,0.8886,0.0189,0.2215,0.0051,0.2228,0.058,7
failure_aware_manipulation_policy,delayed_reappearance,tool_handoff,goal_specification_changed,0.5578,0.0415,0.4673,0.011,0.4245,0.017,0.1582,0.0122,0.0544,0.0209,0.0629,0.0174,0.2755,0.032,0.3844,0.0309,0.7609,0.0167,0.2244,0.0072,0.2432,0.0642,7
failure_aware_manipulation_policy,delayed_reappearance,tool_handoff,human_temporary_obstruction,0.5986,0.0195,0.4633,0.0072,0.4356,0.0052,0.0952,0.0288,0.0544,0.0143,0.1344,0.0214,0.2891,0.0443,0.4082,0.0541,0.7626,0.0137,0.2287,0.0051,0.2024,0.0499,7
failure_aware_manipulation_policy,delayed_reappearance,tool_handoff,object_moved,0.5935,0.0421,0.4765,0.0146,0.432,0.0075,0.1599,0.037,0.0442,0.0278,0.102,0.0367,0.267,0.0203,0.4252,0.0309,0.71,0.0096,0.2312,0.0027,0.2109,0.0455,7
failure_aware_manipulation_policy,delayed_reappearance,tool_handoff,object_removed,0.6122,0.0426,0.4656,0.0123,0.4285,0.0093,0.1276,0.0268,0.0799,0.0273,0.0646,0.01,0.2789,0.0264,0.3759,0.0305,0.8057,0.0094,0.2223,0.0061,0.1803,0.0376,7
failure_aware_manipulation_policy,delayed_reappearance,tool_handoff,substitute_goal_available,0.5459,0.0436,0.468,0.0154,0.4416,0.0076,0.1224,0.0397,0.0476,0.0184,0.0765,0.0254,0.2687,0.0367,0.4371,0.0263,0.7719,0.0151,0.2224,0.0056,0.2449,0.0516,7
failure_aware_manipulation_policy,delayed_reappearance,tool_handoff,visual_occlusion,0.5884,0.0501,0.4605,0.0159,0.4314,0.0088,0.1105,0.0321,0.0289,0.0123,0.1122,0.0394,0.2755,0.0362,0.3571,0.036,0.7676,0.0114,0.2289,0.007,0.2279,0.0659,7
failure_aware_manipulation_policy,nominal,bin_sorting,cascading_disappearing_goal,0.6276,0.0329,0.528,0.0142,0.4893,0.0088,0.1156,0.0278,0.0544,0.0209,0.0629,0.0208,0.3946,0.0236,0.4252,0.046,0.6266,0.0107,0.2207,0.0086,0.2075,0.0452,7
failure_aware_manipulation_policy,nominal,bin_sorting,goal_specification_changed,0.6582,0.0287,0.531,0.0087,0.4815,0.0112,0.0884,0.0243,0.0459,0.0119,0.0476,0.0233,0.4014,0.03,0.4337,0.0227,0.5855,0.0097,0.2215,0.0043,0.1956,0.0305,7
failure_aware_manipulation_policy,nominal,bin_sorting,human_temporary_obstruction,0.6786,0.0534,0.5247,0.0081,0.4824,0.0119,0.0561,0.0202,0.0493,0.0139,0.0663,0.0133,0.3912,0.057,0.3997,0.0249,0.5586,0.0123,0.2228,0.0099,0.1565,0.0641,7
failure_aware_manipulation_policy,nominal,bin_sorting,object_moved,0.6361,0.0264,0.5126,0.0072,0.4829,0.0083,0.0714,0.0255,0.0289,0.0133,0.068,0.0253,0.4065,0.0518,0.4388,0.02,0.5311,0.0117,0.2243,0.0047,0.1837,0.0441,7
failure_aware_manipulation_policy,nominal,bin_sorting,object_removed,0.6463,0.0677,0.517,0.0055,0.4823,0.0082,0.0799,0.0202,0.0357,0.0088,0.0493,0.0148,0.4116,0.0493,0.3827,0.0448,0.5949,0.016,0.219,0.0043,0.2007,0.0798,7
failure_aware_manipulation_policy,nominal,bin_sorting,substitute_goal_available,0.665,0.0412,0.5166,0.0135,0.4801,0.0106,0.0731,0.0294,0.0357,0.0161,0.0476,0.0051,0.3963,0.0511,0.4354,0.0086,0.5764,0.0103,0.2293,0.0056,0.1582,0.0496,7
failure_aware_manipulation_policy,nominal,bin_sorting,visual_occlusion,0.6786,0.0581,0.5327,0.0087,0.4789,0.0086,0.051,0.0159,0.0221,0.0129,0.0833,0.0161,0.3741,0.0238,0.3997,0.0475,0.5753,0.0147,0.2252,0.0078,0.1548,0.0574,7
failure_aware_manipulation_policy,nominal,drawer_placement,cascading_disappearing_goal,0.6037,0.0377,0.5195,0.0142,0.4731,0.0114,0.1054,0.0281,0.068,0.0226,0.0782,0.0175,0.4133,0.058,0.4558,0.0531,0.6593,0.0103,0.2268,0.0026,0.2313,0.0519,7
failure_aware_manipulation_policy,nominal,drawer_placement,goal_specification_changed,0.6071,0.0404,0.5279,0.0071,0.4818,0.0063,0.102,0.0209,0.0459,0.0187,0.0527,0.0215,0.4031,0.0219,0.4269,0.0393,0.579,0.0149,0.2303,0.0047,0.2075,0.0711,7
failure_aware_manipulation_policy,nominal,drawer_placement,human_temporary_obstruction,0.6548,0.0423,0.5198,0.01,0.4754,0.0086,0.0629,0.0243,0.0459,0.0139,0.0986,0.015,0.4065,0.0187,0.4575,0.0313,0.5737,0.0194,0.2263,0.0081,0.1905,0.0546,7
failure_aware_manipulation_policy,nominal,drawer_placement,object_moved,0.6241,0.0455,0.5193,0.0095,0.4824,0.0073,0.0748,0.0296,0.0323,0.0084,0.0748,0.0373,0.381,0.0322,0.4371,0.0352,0.5541,0.0143,0.2204,0.0049,0.1922,0.0358,7
failure_aware_manipulation_policy,nominal,drawer_placement,object_removed,0.6803,0.0465,0.5253,0.0096,0.4885,0.0108,0.0867,0.0304,0.0476,0.0144,0.0578,0.0164,0.4065,0.0386,0.4184,0.043,0.6102,0.016,0.2186,0.0044,0.1259,0.0509,7
failure_aware_manipulation_policy,nominal,drawer_placement,substitute_goal_available,0.631,0.0668,0.5242,0.0098,0.4904,0.0093,0.0969,0.0187,0.0306,0.0086,0.0697,0.0246,0.381,0.0394,0.3963,0.0552,0.5812,0.0129,0.2234,0.0102,0.2041,0.0645,7
failure_aware_manipulation_policy,nominal,drawer_placement,visual_occlusion,0.6548,0.0499,0.516,0.0071,0.4897,0.0083,0.051,0.0248,0.0442,0.0167,0.0901,0.0356,0.3997,0.0573,0.4167,0.0472,0.5848,0.0174,0.2228,0.0035,0.1922,0.0424,7
failure_aware_manipulation_policy,nominal,mobile_pick_and_place,cascading_disappearing_goal,0.5595,0.042,0.5212,0.0178,0.478,0.0101,0.0901,0.0238,0.0561,0.0141,0.0697,0.0164,0.3878,0.0611,0.4065,0.0599,0.6717,0.0112,0.2222,0.007,0.2364,0.0566,7
failure_aware_manipulation_policy,nominal,mobile_pick_and_place,goal_specification_changed,0.6344,0.044,0.5222,0.0088,0.4972,0.0123,0.1139,0.0264,0.0357,0.0072,0.0289,0.0152,0.4235,0.0209,0.4337,0.0501,0.5857,0.0147,0.2209,0.0054,0.2126,0.0365,7
failure_aware_manipulation_policy,nominal,mobile_pick_and_place,human_temporary_obstruction,0.6633,0.0425,0.5278,0.0159,0.4929,0.0187,0.068,0.0208,0.0442,0.0159,0.0884,0.016,0.449,0.0393,0.4201,0.0344,0.5699,0.0145,0.2293,0.006,0.1616,0.0426,7
failure_aware_manipulation_policy,nominal,mobile_pick_and_place,object_moved,0.631,0.0301,0.5298,0.0145,0.4874,0.011,0.0799,0.0122,0.0289,0.0112,0.0561,0.0268,0.3929,0.0288,0.4524,0.036,0.5493,0.0082,0.2242,0.0053,0.1905,0.0288,7
failure_aware_manipulation_policy,nominal,mobile_pick_and_place,object_removed,0.6463,0.0506,0.5143,0.0079,0.4867,0.0126,0.0969,0.0252,0.0459,0.0061,0.0493,0.0148,0.3776,0.0325,0.398,0.0536,0.5894,0.0109,0.2251,0.0056,0.1769,0.0682,7
failure_aware_manipulation_policy,nominal,mobile_pick_and_place,substitute_goal_available,0.6054,0.0588,0.5209,0.0087,0.4871,0.0085,0.0884,0.0209,0.0408,0.0152,0.0595,0.0169,0.3622,0.0233,0.4031,0.0476,0.601,0.011,0.2172,0.005,0.2109,0.0692,7
failure_aware_manipulation_policy,nominal,mobile_pick_and_place,visual_occlusion,0.6497,0.0446,0.5157,0.0083,0.4828,0.0073,0.0459,0.0187,0.0306,0.01,0.068,0.0208,0.4031,0.0386,0.4065,0.0369,0.576,0.009,0.2254,0.0046,0.1922,0.0535,7
failure_aware_manipulation_policy,nominal,shelf_retrieval,cascading_disappearing_goal,0.5918,0.0348,0.528,0.0113,0.4821,0.0125,0.0935,0.0094,0.068,0.0237,0.0595,0.0239,0.4014,0.0543,0.4099,0.0283,0.6511,0.0177,0.2218,0.0063,0.2194,0.0564,7
failure_aware_manipulation_policy,nominal,shelf_retrieval,goal_specification_changed,0.6122,0.0509,0.5186,0.0142,0.486,0.0087,0.0765,0.0274,0.0374,0.0061,0.0544,0.0196,0.4167,0.0596,0.3929,0.0378,0.5758,0.0114,0.2239,0.006,0.2279,0.0746,7
failure_aware_manipulation_policy,nominal,shelf_retrieval,human_temporary_obstruction,0.6565,0.0241,0.5167,0.013,0.489,0.0078,0.0646,0.0333,0.051,0.0232,0.0816,0.0262,0.3759,0.0407,0.4099,0.0496,0.5759,0.0137,0.2249,0.005,0.1888,0.0257,7
failure_aware_manipulation_policy,nominal,shelf_retrieval,object_moved,0.6463,0.0291,0.5202,0.0105,0.4819,0.0104,0.0833,0.0125,0.0442,0.0159,0.0612,0.0213,0.3895,0.0226,0.4524,0.021,0.5579,0.0123,0.2234,0.0059,0.1973,0.0296,7
failure_aware_manipulation_policy,nominal,shelf_retrieval,object_removed,0.6156,0.0488,0.525,0.0078,0.4776,0.0131,0.0731,0.0193,0.0442,0.0122,0.0476,0.0216,0.3946,0.0396,0.415,0.0554,0.6056,0.0133,0.2235,0.0067,0.2262,0.06,7
failure_aware_manipulation_policy,nominal,shelf_retrieval,substitute_goal_available,0.6293,0.0473,0.5237,0.0114,0.4751,0.0064,0.085,0.0241,0.0408,0.0175,0.0391,0.015,0.3895,0.0348,0.4031,0.0294,0.5776,0.013,0.2227,0.0035,0.216,0.0552,7
failure_aware_manipulation_policy,nominal,shelf_retrieval,visual_occlusion,0.6667,0.0374,0.533,0.0111,0.4716,0.0109,0.0544,0.0329,0.0238,0.0102,0.0952,0.0191,0.3878,0.0499,0.4575,0.055,0.5816,0.0178,0.2233,0.005,0.165,0.0276,7
failure_aware_manipulation_policy,nominal,tool_handoff,cascading_disappearing_goal,0.5238,0.0401,0.5267,0.0152,0.4902,0.0075,0.085,0.0224,0.0714,0.0161,0.0986,0.0359,0.4269,0.0406,0.3741,0.0432,0.6814,0.0145,0.2274,0.0085,0.2908,0.0458,7
failure_aware_manipulation_policy,nominal,tool_handoff,goal_specification_changed,0.6105,0.0189,0.5242,0.0097,0.4805,0.0145,0.0952,0.0216,0.0425,0.0086,0.0663,0.0254,0.3622,0.0521,0.4116,0.0493,0.5898,0.0175,0.2238,0.0088,0.1973,0.0264,7
failure_aware_manipulation_policy,nominal,tool_handoff,human_temporary_obstruction,0.6769,0.0433,0.525,0.011,0.4741,0.0093,0.0748,0.0202,0.0357,0.0102,0.068,0.0182,0.3707,0.0503,0.4065,0.0393,0.578,0.0182,0.2263,0.0046,0.1395,0.0321,7
failure_aware_manipulation_policy,nominal,tool_handoff,object_moved,0.6139,0.041,0.5263,0.0123,0.4847,0.007,0.0748,0.0232,0.0493,0.0172,0.0629,0.0174,0.3741,0.0249,0.415,0.0393,0.5558,0.0249,0.2241,0.0068,0.2211,0.0391,7
failure_aware_manipulation_policy,nominal,tool_handoff,object_removed,0.619,0.0411,0.5232,0.0092,0.4816,0.0106,0.0799,0.0132,0.0391,0.0132,0.0527,0.0209,0.4014,0.0359,0.4269,0.0307,0.6199,0.0116,0.2246,0.0059,0.1956,0.0463,7
failure_aware_manipulation_policy,nominal,tool_handoff,substitute_goal_available,0.5969,0.0451,0.5246,0.0126,0.4759,0.0108,0.0799,0.0226,0.0374,0.0129,0.0459,0.0129,0.4371,0.037,0.4337,0.0227,0.5862,0.0144,0.2228,0.0059,0.2398,0.0566,7
failure_aware_manipulation_policy,nominal,tool_handoff,visual_occlusion,0.6531,0.0354,0.5223,0.007,0.4874,0.0041,0.0306,0.0196,0.0357,0.0114,0.0867,0.0273,0.415,0.0193,0.4167,0.0388,0.5894,0.0109,0.2251,0.008,0.1888,0.0421,7
failure_aware_manipulation_policy,occlusion_heavy_shift,bin_sorting,cascading_disappearing_goal,0.5918,0.0533,0.4711,0.0097,0.464,0.0074,0.1327,0.0246,0.068,0.0182,0.131,0.0228,0.3282,0.0269,0.4031,0.0351,0.7563,0.0171,0.226,0.006,0.2432,0.0604,7
failure_aware_manipulation_policy,occlusion_heavy_shift,bin_sorting,goal_specification_changed,0.6293,0.0393,0.478,0.0146,0.4697,0.0119,0.1054,0.0164,0.0527,0.019,0.0629,0.0141,0.3316,0.0573,0.3912,0.0213,0.6421,0.0119,0.225,0.0103,0.2041,0.0448,7
failure_aware_manipulation_policy,occlusion_heavy_shift,bin_sorting,human_temporary_obstruction,0.6514,0.0359,0.4678,0.0139,0.4593,0.004,0.0663,0.0269,0.0476,0.0249,0.102,0.0341,0.3401,0.0367,0.4082,0.0455,0.6607,0.007,0.2271,0.0051,0.2024,0.0353,7
failure_aware_manipulation_policy,occlusion_heavy_shift,bin_sorting,object_moved,0.6071,0.0288,0.4644,0.0107,0.4682,0.0078,0.1037,0.0393,0.0289,0.0133,0.0884,0.0287,0.3282,0.0413,0.4099,0.0283,0.5999,0.021,0.2282,0.0062,0.2024,0.0279,7
failure_aware_manipulation_policy,occlusion_heavy_shift,bin_sorting,object_removed,0.6207,0.0316,0.4588,0.0088,0.4591,0.0066,0.1139,0.0168,0.0782,0.0133,0.0714,0.0135,0.352,0.0413,0.4048,0.0504,0.669,0.0126,0.2162,0.006,0.2041,0.032,7
failure_aware_manipulation_policy,occlusion_heavy_shift,bin_sorting,substitute_goal_available,0.5884,0.0509,0.4641,0.0156,0.4674,0.0077,0.0884,0.0249,0.0408,0.0112,0.0578,0.0294,0.3537,0.0446,0.4252,0.0488,0.6491,0.0159,0.2211,0.0039,0.2636,0.0505,7
failure_aware_manipulation_policy,occlusion_heavy_shift,bin_sorting,visual_occlusion,0.6514,0.0278,0.4724,0.0059,0.4718,0.0092,0.0578,0.018,0.0255,0.0156,0.1071,0.0239,0.3537,0.0416,0.4116,0.056,0.6715,0.016,0.2242,0.0052,0.1616,0.0333,7
failure_aware_manipulation_policy,occlusion_heavy_shift,drawer_placement,cascading_disappearing_goal,0.5544,0.0221,0.4671,0.0124,0.4693,0.0118,0.1429,0.0216,0.0595,0.0356,0.0918,0.0232,0.3588,0.0639,0.3912,0.0442,0.7808,0.0106,0.2293,0.0038,0.2585,0.0466,7
failure_aware_manipulation_policy,occlusion_heavy_shift,drawer_placement,goal_specification_changed,0.6071,0.048,0.4621,0.0081,0.4793,0.0084,0.0884,0.0238,0.0561,0.0226,0.0612,0.0172,0.3418,0.0359,0.3895,0.0287,0.6479,0.0144,0.2224,0.0067,0.2245,0.0399,7
failure_aware_manipulation_policy,occlusion_heavy_shift,drawer_placement,human_temporary_obstruction,0.6718,0.0536,0.4595,0.014,0.4738,0.0114,0.0493,0.02,0.0527,0.0264,0.1327,0.0219,0.352,0.0506,0.4031,0.0316,0.6798,0.0195,0.2255,0.0066,0.1497,0.0452,7
failure_aware_manipulation_policy,occlusion_heavy_shift,drawer_placement,object_moved,0.6241,0.0496,0.4629,0.0055,0.4643,0.011,0.1037,0.0321,0.0527,0.0249,0.085,0.0107,0.3367,0.0566,0.3878,0.036,0.6154,0.0167,0.2237,0.0083,0.1718,0.0589,7
failure_aware_manipulation_policy,occlusion_heavy_shift,drawer_placement,object_removed,0.6088,0.0213,0.4615,0.0091,0.4659,0.0096,0.1088,0.02,0.0459,0.0172,0.0697,0.02,0.3231,0.0445,0.415,0.0505,0.6843,0.0169,0.222,0.0061,0.216,0.0339,7
failure_aware_manipulation_policy,occlusion_heavy_shift,drawer_placement,substitute_goal_available,0.5731,0.0307,0.4687,0.0067,0.4723,0.0084,0.0799,0.0273,0.0612,0.0193,0.0714,0.0274,0.3282,0.0493,0.3963,0.0296,0.6552,0.0147,0.2224,0.0079,0.2551,0.0472,7
failure_aware_manipulation_policy,occlusion_heavy_shift,drawer_placement,visual_occlusion,0.6361,0.0441,0.4505,0.0057,0.4656,0.0084,0.0612,0.0172,0.0374,0.0172,0.1276,0.0208,0.3299,0.0425,0.4065,0.0252,0.6812,0.0183,0.2268,0.0095,0.1956,0.0506,7
failure_aware_manipulation_policy,occlusion_heavy_shift,mobile_pick_and_place,cascading_disappearing_goal,0.5425,0.0367,0.4694,0.0119,0.4691,0.0134,0.1378,0.0264,0.0578,0.0172,0.1003,0.0209,0.3316,0.032,0.3929,0.031,0.7764,0.016,0.225,0.0067,0.2704,0.0501,7
failure_aware_manipulation_policy,occlusion_heavy_shift,mobile_pick_and_place,goal_specification_changed,0.6105,0.0337,0.4645,0.0094,0.4732,0.0085,0.1173,0.0393,0.0697,0.0119,0.0527,0.0296,0.3265,0.0363,0.381,0.0216,0.6467,0.013,0.225,0.0067,0.2092,0.0449,7
failure_aware_manipulation_policy,occlusion_heavy_shift,mobile_pick_and_place,human_temporary_obstruction,0.6276,0.0452,0.4675,0.0112,0.4792,0.008,0.0816,0.0271,0.051,0.015,0.1105,0.0174,0.3214,0.0423,0.4082,0.0329,0.6844,0.015,0.2236,0.0047,0.1973,0.0627,7
failure_aware_manipulation_policy,occlusion_heavy_shift,mobile_pick_and_place,object_moved,0.6259,0.0349,0.4628,0.0103,0.4692,0.0066,0.0799,0.0214,0.0289,0.0086,0.0765,0.019,0.3895,0.022,0.4133,0.0282,0.6102,0.0161,0.225,0.0041,0.182,0.0449,7
failure_aware_manipulation_policy,occlusion_heavy_shift,mobile_pick_and_place,object_removed,0.6224,0.0366,0.4712,0.0092,0.4727,0.009,0.1327,0.0252,0.0595,0.0265,0.0799,0.0182,0.3452,0.0288,0.3537,0.0287,0.6744,0.0136,0.2261,0.0026,0.1769,0.0508,7
failure_aware_manipulation_policy,occlusion_heavy_shift,mobile_pick_and_place,substitute_goal_available,0.5748,0.0321,0.46,0.0099,0.4684,0.0099,0.0833,0.0239,0.0595,0.0255,0.0595,0.0144,0.3333,0.0338,0.4116,0.0321,0.6646,0.0156,0.2239,0.0061,0.2313,0.0564,7
failure_aware_manipulation_policy,occlusion_heavy_shift,mobile_pick_and_place,visual_occlusion,0.6122,0.0477,0.4645,0.0126,0.4728,0.0095,0.0629,0.0098,0.0391,0.0195,0.148,0.0394,0.3282,0.0387,0.4541,0.0294,0.6999,0.0088,0.2243,0.0067,0.2058,0.0533,7
failure_aware_manipulation_policy,occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,0.5221,0.0482,0.4689,0.0103,0.4689,0.0058,0.1224,0.0348,0.051,0.0098,0.131,0.036,0.3401,0.0243,0.3673,0.0468,0.7843,0.0153,0.226,0.0041,0.2857,0.0562,7
failure_aware_manipulation_policy,occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,0.5986,0.0538,0.4717,0.0112,0.4678,0.0071,0.0952,0.0191,0.0544,0.0283,0.0663,0.0168,0.3503,0.0511,0.3895,0.046,0.6402,0.0128,0.2188,0.0079,0.2228,0.0536,7
failure_aware_manipulation_policy,occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,0.5799,0.0344,0.462,0.007,0.4811,0.0103,0.0697,0.0257,0.0646,0.0274,0.1088,0.0376,0.2891,0.0471,0.4235,0.0296,0.6848,0.0128,0.2289,0.0049,0.2466,0.0598,7
failure_aware_manipulation_policy,occlusion_heavy_shift,shelf_retrieval,object_moved,0.6054,0.0354,0.4613,0.0107,0.4662,0.0059,0.1054,0.0156,0.0493,0.018,0.068,0.0159,0.3486,0.0393,0.4218,0.0394,0.613,0.0094,0.2248,0.005,0.2364,0.0285,7
failure_aware_manipulation_policy,occlusion_heavy_shift,shelf_retrieval,object_removed,0.602,0.0416,0.4698,0.011,0.4744,0.0062,0.1071,0.0292,0.0578,0.0148,0.0612,0.0172,0.3503,0.0441,0.3929,0.0356,0.6754,0.0161,0.2251,0.0065,0.2381,0.0581,7
failure_aware_manipulation_policy,occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,0.5816,0.0549,0.4648,0.0131,0.4685,0.0098,0.0969,0.0187,0.0391,0.0132,0.0663,0.0168,0.3435,0.0206,0.3963,0.0291,0.6681,0.0158,0.2256,0.0029,0.2585,0.0777,7
failure_aware_manipulation_policy,occlusion_heavy_shift,shelf_retrieval,visual_occlusion,0.602,0.037,0.4679,0.0136,0.4686,0.0125,0.0493,0.0061,0.0272,0.0159,0.1293,0.0393,0.3316,0.0406,0.4235,0.0391,0.7017,0.0127,0.2293,0.0045,0.2109,0.0533,7
failure_aware_manipulation_policy,occlusion_heavy_shift,tool_handoff,cascading_disappearing_goal,0.5323,0.034,0.4605,0.005,0.4621,0.0102,0.131,0.0249,0.0918,0.0278,0.1071,0.021,0.2942,0.0538,0.3827,0.0312,0.8211,0.0185,0.2214,0.0063,0.2568,0.0387,7
failure_aware_manipulation_policy,occlusion_heavy_shift,tool_handoff,goal_specification_changed,0.5748,0.0422,0.4683,0.0108,0.4694,0.0103,0.1122,0.0269,0.0425,0.0196,0.0544,0.0123,0.3282,0.0555,0.4133,0.03,0.6763,0.0124,0.2243,0.0067,0.2534,0.0446,7
