method,seed,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_ece,ci95_ece,mean_regret,ci95_regret,mean_utility,ci95_utility,groups
pomdp_belief_planner,1,0.572917,0.024498,0.491642,0.002619,0.37763,0.002231,0.106481,0.017248,0.04919,0.011011,0.093171,0.012905,0.367477,0.023033,0.337384,0.023529,0.708244,0.008107,0.225523,0.00082,0.12343,0.00084,0.371971,0.021286,0.303915,0.031389,288
pomdp_belief_planner,2,0.576968,0.023714,0.49118,0.002503,0.378212,0.002156,0.122106,0.016165,0.050926,0.010726,0.095486,0.013751,0.339699,0.023302,0.372106,0.022594,0.708635,0.00812,0.226748,0.000738,0.122806,0.000833,0.368639,0.020544,0.292682,0.029643,288
pomdp_belief_planner,3,0.578704,0.025095,0.491883,0.002449,0.37876,0.002122,0.104745,0.015042,0.052083,0.010406,0.087384,0.014454,0.364005,0.023813,0.353009,0.023063,0.708283,0.008306,0.226628,0.000788,0.12298,0.000769,0.367177,0.02184,0.312582,0.030555,288
pomdp_belief_planner,4,0.579282,0.02272,0.490763,0.00248,0.377293,0.00213,0.126157,0.016108,0.050926,0.010106,0.090278,0.01426,0.338542,0.022971,0.341435,0.022012,0.70814,0.008194,0.226557,0.000813,0.122645,0.000826,0.366284,0.019692,0.298375,0.027659,288
pomdp_belief_planner,5,0.574074,0.023372,0.49103,0.002613,0.378546,0.002007,0.108218,0.015727,0.043403,0.009333,0.088542,0.013716,0.381944,0.022993,0.365162,0.022625,0.707298,0.008089,0.225489,0.000804,0.122685,0.000803,0.370549,0.020283,0.318132,0.029909,288
pomdp_belief_planner,6,0.59375,0.022975,0.49141,0.002512,0.37759,0.002205,0.117477,0.015985,0.063657,0.012342,0.085648,0.014459,0.357639,0.022435,0.332176,0.022207,0.70803,0.008196,0.226557,0.0008,0.122985,0.000782,0.354211,0.019999,0.310505,0.03052,288
pomdp_belief_planner,7,0.560764,0.023961,0.491237,0.00245,0.378511,0.002134,0.112847,0.0152,0.053241,0.011052,0.086227,0.013246,0.359954,0.022515,0.345486,0.023327,0.709693,0.007956,0.226845,0.000768,0.123179,0.000833,0.382583,0.020785,0.289719,0.029019,288
pomdp_belief_planner,8,0.570602,0.023897,0.491304,0.002398,0.376979,0.002133,0.112269,0.015716,0.050926,0.010964,0.086227,0.013344,0.374421,0.023438,0.366319,0.021848,0.710177,0.008202,0.226692,0.000797,0.122361,0.000801,0.373673,0.020771,0.305536,0.030047,288
pomdp_belief_planner,9,0.592593,0.023482,0.490943,0.00252,0.379044,0.00212,0.114005,0.015754,0.052662,0.010913,0.079861,0.013048,0.324653,0.020333,0.348958,0.022395,0.707833,0.00818,0.226147,0.000756,0.122634,0.000811,0.354956,0.020453,0.322148,0.029076,288
proposed_disappearing_goal_belief_revision_v4,0,0.688079,0.020773,0.642047,0.002455,0.535145,0.002159,0.047454,0.009817,0.01331,0.005468,0.038773,0.008758,0.484954,0.024307,0.504051,0.024072,0.589283,0.008023,0.250155,0.000734,0.081304,0.000808,0.271843,0.018162,0.549507,0.023003,288
proposed_disappearing_goal_belief_revision_v4,1,0.706597,0.020213,0.643015,0.002549,0.536435,0.002313,0.043981,0.010031,0.020833,0.00677,0.037037,0.009074,0.467014,0.024678,0.488426,0.024173,0.591228,0.008104,0.249518,0.000796,0.081059,0.000772,0.255708,0.017613,0.562926,0.023065,288
proposed_disappearing_goal_belief_revision_v4,2,0.703125,0.020741,0.641473,0.002534,0.535254,0.002137,0.050926,0.009978,0.018519,0.006859,0.037037,0.009354,0.446181,0.022809,0.497685,0.02356,0.590501,0.007932,0.249696,0.000746,0.081601,0.000781,0.259155,0.018126,0.55491,0.023774,288
proposed_disappearing_goal_belief_revision_v4,3,0.685764,0.023209,0.642837,0.002521,0.533687,0.002159,0.049769,0.010557,0.011574,0.005403,0.039931,0.009402,0.450231,0.023515,0.501157,0.021796,0.590788,0.007978,0.250263,0.000758,0.081358,0.000806,0.273965,0.020229,0.543947,0.024495,288
proposed_disappearing_goal_belief_revision_v4,4,0.68287,0.021835,0.641478,0.002422,0.53508,0.002204,0.042824,0.0093,0.011574,0.004902,0.043403,0.009871,0.457176,0.023368,0.51331,0.023151,0.590371,0.008188,0.249771,0.000769,0.081952,0.000802,0.276224,0.018986,0.545735,0.024179,288
proposed_disappearing_goal_belief_revision_v4,5,0.703125,0.021774,0.642475,0.002442,0.53738,0.002163,0.028935,0.007649,0.01331,0.0057,0.039931,0.009264,0.443866,0.022791,0.507523,0.023075,0.589757,0.008044,0.250694,0.000831,0.081281,0.000847,0.258462,0.018933,0.574577,0.023728,288
proposed_disappearing_goal_belief_revision_v4,6,0.702546,0.021697,0.642877,0.002757,0.53637,0.002064,0.045139,0.010218,0.016204,0.006355,0.037616,0.009254,0.469329,0.023759,0.490162,0.02323,0.590003,0.008117,0.249911,0.000769,0.08139,0.000826,0.258964,0.018834,0.562541,0.02528,288
proposed_disappearing_goal_belief_revision_v4,7,0.690972,0.021495,0.642542,0.002609,0.535972,0.002116,0.04919,0.010774,0.016782,0.006232,0.038773,0.009602,0.448495,0.023049,0.500579,0.024501,0.59049,0.008092,0.249777,0.000821,0.081242,0.0008,0.269231,0.018682,0.544984,0.024364,288
proposed_disappearing_goal_belief_revision_v4,8,0.695602,0.020806,0.642501,0.002474,0.536171,0.001963,0.042824,0.0093,0.008681,0.004284,0.03588,0.008552,0.431713,0.022371,0.493634,0.025624,0.59052,0.008183,0.249861,0.000783,0.081649,0.000855,0.264718,0.018057,0.563782,0.023572,288
proposed_disappearing_goal_belief_revision_v4,9,0.703125,0.021294,0.642641,0.002598,0.536073,0.002147,0.045718,0.010372,0.011574,0.004902,0.037037,0.009491,0.447338,0.022958,0.486111,0.021559,0.589313,0.008055,0.250123,0.000783,0.081294,0.000828,0.2588,0.018524,0.565424,0.024026,288
risk_budgeted_goal_recovery,0,0.644676,0.02413,0.5366,0.002428,0.452992,0.002157,0.07581,0.0121,0.025463,0.007646,0.063079,0.012537,0.402199,0.021613,0.442708,0.022695,0.673233,0.008182,0.244983,0.000752,0.081269,0.000811,0.309339,0.021039,0.450775,0.028334,288
risk_budgeted_goal_recovery,1,0.619792,0.023125,0.536857,0.002669,0.451976,0.002025,0.072338,0.01348,0.024306,0.007353,0.076968,0.013034,0.390625,0.02309,0.429977,0.023621,0.675374,0.00819,0.244569,0.000796,0.081309,0.000835,0.331055,0.020066,0.419635,0.027241,288
risk_budgeted_goal_recovery,2,0.633102,0.023295,0.537909,0.002474,0.4525,0.002093,0.078125,0.01304,0.027199,0.007817,0.075231,0.013217,0.408565,0.023156,0.427083,0.023199,0.672928,0.008276,0.24607,0.000826,0.081412,0.000837,0.319887,0.020233,0.427645,0.027807,288
risk_budgeted_goal_recovery,3,0.641782,0.023357,0.537511,0.002507,0.451173,0.002114,0.082176,0.013152,0.024306,0.006993,0.056713,0.010937,0.411458,0.022488,0.421875,0.024415,0.674651,0.008142,0.244469,0.000793,0.081226,0.000803,0.312023,0.020277,0.447229,0.027242,288
risk_budgeted_goal_recovery,4,0.648727,0.022256,0.538023,0.002466,0.451737,0.002263,0.076968,0.014081,0.016782,0.006825,0.068287,0.011679,0.413773,0.022665,0.414352,0.02394,0.673814,0.008125,0.24457,0.000789,0.081128,0.00076,0.305603,0.019261,0.457685,0.026835,288
risk_budgeted_goal_recovery,5,0.650463,0.023487,0.537632,0.002531,0.451731,0.00206,0.085648,0.013537,0.020833,0.007141,0.078704,0.013142,0.38831,0.023607,0.450231,0.022042,0.674651,0.008048,0.245939,0.00075,0.081158,0.000808,0.30421,0.020394,0.443679,0.027941,288
risk_budgeted_goal_recovery,6,0.615162,0.022767,0.537822,0.002481,0.451869,0.002088,0.07581,0.013416,0.021412,0.007385,0.064815,0.012777,0.394097,0.023961,0.443287,0.024067,0.675405,0.008082,0.244341,0.000838,0.081489,0.000827,0.335467,0.019781,0.422669,0.027852,288
risk_budgeted_goal_recovery,7,0.648148,0.024061,0.538231,0.002427,0.452581,0.002123,0.074074,0.012607,0.021412,0.007558,0.069444,0.011587,0.387153,0.022922,0.414352,0.022836,0.674742,0.007954,0.244486,0.000739,0.081064,0.000776,0.306654,0.020971,0.45394,0.027676,288
risk_budgeted_goal_recovery,8,0.628472,0.023585,0.538236,0.002571,0.452418,0.002094,0.071181,0.012676,0.020833,0.007141,0.072917,0.012492,0.375,0.021618,0.445602,0.024138,0.674576,0.00791,0.244383,0.000796,0.080897,0.000837,0.323242,0.02046,0.43491,0.028418,288
risk_budgeted_goal_recovery,9,0.609375,0.023968,0.538437,0.002548,0.450832,0.002086,0.079861,0.013534,0.023148,0.007908,0.064236,0.011261,0.381366,0.024025,0.438079,0.024029,0.675519,0.008152,0.244659,0.000783,0.08107,0.000799,0.340427,0.020902,0.412674,0.027711,288
risk_calibrated_goal_belief_revision_v5,0,0.768519,0.019163,0.728991,0.002621,0.604611,0.00213,0.01331,0.005227,0.000579,0.001134,0.009259,0.0047,0.53588,0.023414,0.570602,0.023842,0.521107,0.007996,0.272678,0.000718,0.033945,0.000821,0.2014,0.016653,0.698029,0.0197,288
risk_calibrated_goal_belief_revision_v5,1,0.777778,0.021196,0.727887,0.002556,0.605133,0.002025,0.01331,0.005468,0.000579,0.001134,0.010995,0.005049,0.537616,0.023951,0.590856,0.024722,0.523528,0.008155,0.272738,0.00079,0.033552,0.000778,0.193616,0.018484,0.707263,0.022133,288
risk_calibrated_goal_belief_revision_v5,2,0.782986,0.019964,0.728197,0.002491,0.604707,0.002158,0.01331,0.005468,0.0,0.0,0.009259,0.004967,0.529514,0.023396,0.582755,0.023996,0.520951,0.008093,0.272627,0.000792,0.033128,0.000844,0.189462,0.017441,0.713446,0.021034,288
risk_calibrated_goal_belief_revision_v5,3,0.779514,0.018635,0.728246,0.002474,0.604464,0.002114,0.015046,0.005975,0.000579,0.001134,0.008102,0.004447,0.529514,0.024369,0.595486,0.024062,0.521552,0.007923,0.272866,0.000746,0.033381,0.000829,0.192083,0.016202,0.709258,0.019432,288
risk_calibrated_goal_belief_revision_v5,4,0.781829,0.019598,0.730582,0.002466,0.604344,0.002238,0.005787,0.00353,0.001157,0.001601,0.008102,0.004147,0.52662,0.022342,0.571759,0.023468,0.522239,0.008158,0.272313,0.00077,0.033254,0.000772,0.190183,0.017104,0.716531,0.019937,288
risk_calibrated_goal_belief_revision_v5,5,0.749421,0.023506,0.728541,0.002681,0.604458,0.002106,0.01331,0.0057,0.002894,0.002519,0.007523,0.004603,0.530671,0.021536,0.578704,0.02249,0.521672,0.008111,0.272227,0.000771,0.033548,0.000882,0.218033,0.020441,0.677663,0.024141,288
risk_calibrated_goal_belief_revision_v5,6,0.777199,0.019559,0.72909,0.002482,0.604909,0.00218,0.015625,0.007405,0.001157,0.001601,0.005787,0.00353,0.52662,0.024121,0.55787,0.022704,0.522392,0.008048,0.272262,0.000771,0.033564,0.000817,0.194229,0.017032,0.705531,0.020616,288
risk_calibrated_goal_belief_revision_v5,7,0.774306,0.018941,0.729011,0.002562,0.604117,0.002063,0.010995,0.005049,0.000579,0.001134,0.008102,0.004147,0.529514,0.024156,0.588542,0.022024,0.521809,0.008227,0.272123,0.000745,0.033849,0.000844,0.196759,0.016538,0.706698,0.019672,288
risk_calibrated_goal_belief_revision_v5,8,0.77662,0.019504,0.728996,0.0026,0.604743,0.002017,0.010417,0.004936,0.000579,0.001134,0.008681,0.004284,0.529514,0.023887,0.560764,0.022971,0.520943,0.007835,0.272273,0.000769,0.033883,0.000814,0.194482,0.016955,0.707838,0.020063,288
risk_calibrated_goal_belief_revision_v5,9,0.777199,0.021023,0.728498,0.00257,0.602954,0.002134,0.012731,0.005368,0.000579,0.001134,0.009259,0.004417,0.539352,0.022666,0.566551,0.023426,0.521471,0.008321,0.272817,0.000812,0.033543,0.000833,0.193766,0.018254,0.707201,0.021343,288
robust_mpc_replan,0,0.605324,0.023969,0.454912,0.002609,0.422955,0.002219,0.087384,0.013908,0.028356,0.007926,0.092593,0.014242,0.333912,0.02212,0.413773,0.022779,0.739988,0.00817,0.237574,0.000776,0.114373,0.000788,0.343569,0.020838,0.369586,0.029741,288
robust_mpc_replan,1,0.62037,0.022661,0.455036,0.002466,0.422153,0.002064,0.096065,0.014565,0.034722,0.009196,0.092593,0.013967,0.34838,0.021786,0.398727,0.023415,0.740825,0.007975,0.237104,0.000815,0.114463,0.000853,0.330521,0.01964,0.374017,0.027292,288
robust_mpc_replan,2,0.587384,0.022833,0.455141,0.002577,0.421846,0.002066,0.103009,0.014191,0.038194,0.009152,0.092014,0.014156,0.356481,0.022794,0.408565,0.022188,0.739671,0.008176,0.237609,0.000829,0.113936,0.00082,0.360012,0.019897,0.332965,0.028132,288
robust_mpc_replan,3,0.613426,0.024012,0.455329,0.002441,0.422616,0.002268,0.092593,0.014422,0.043403,0.009606,0.097222,0.0141,0.350694,0.023749,0.405671,0.023417,0.739815,0.008134,0.237337,0.000748,0.114879,0.000867,0.336592,0.020821,0.356876,0.030362,288
robust_mpc_replan,4,0.59838,0.023716,0.454418,0.002656,0.421963,0.002146,0.096065,0.014915,0.041088,0.009054,0.094329,0.013951,0.347801,0.022805,0.421875,0.02388,0.74148,0.007786,0.237301,0.000812,0.114753,0.000826,0.34981,0.020579,0.34691,0.028709,288
robust_mpc_replan,5,0.576968,0.024358,0.454573,0.002499,0.423137,0.002177,0.099537,0.015382,0.038773,0.00919,0.087384,0.013436,0.333912,0.021648,0.395833,0.022767,0.740698,0.007983,0.236733,0.000832,0.114443,0.000796,0.368141,0.021214,0.327109,0.028642,288
robust_mpc_replan,6,0.576968,0.023714,0.453626,0.002568,0.421628,0.002197,0.097222,0.014282,0.032986,0.00935,0.087384,0.013627,0.339699,0.020969,0.398727,0.022744,0.739346,0.008101,0.237177,0.000871,0.114177,0.000826,0.368866,0.020631,0.333402,0.028093,288
robust_mpc_replan,7,0.599537,0.02376,0.454355,0.002559,0.421936,0.002233,0.099537,0.013695,0.037037,0.008785,0.105903,0.014759,0.337963,0.02179,0.402199,0.023721,0.739579,0.007963,0.237353,0.000796,0.113887,0.000848,0.34888,0.020704,0.338513,0.029515,288
robust_mpc_replan,8,0.587384,0.021553,0.454666,0.002458,0.422408,0.002054,0.089699,0.014081,0.041088,0.009054,0.093171,0.014595,0.346644,0.022357,0.411458,0.02388,0.738294,0.008032,0.236643,0.000833,0.11412,0.000812,0.359072,0.018683,0.336965,0.026971,288
robust_mpc_replan,9,0.586806,0.023558,0.454091,0.002456,0.42248,0.0023,0.099537,0.014159,0.041088,0.010003,0.085648,0.013248,0.341435,0.022419,0.391204,0.020681,0.739564,0.00809,0.237402,0.000841,0.11452,0.000816,0.359964,0.020524,0.335641,0.029577,288
uncertainty_halt,0,0.478009,0.025023,0.356053,0.002354,0.255902,0.002194,0.158565,0.017941,0.059028,0.011468,0.148727,0.019137,0.214699,0.018913,0.222801,0.019887,0.819545,0.008021,0.211616,0.000795,0.15202,0.000814,0.454029,0.021643,0.116063,0.032898,288
uncertainty_halt,1,0.443866,0.023789,0.355938,0.002643,0.255394,0.002149,0.148727,0.017443,0.057292,0.009706,0.127315,0.01662,0.229167,0.019925,0.22338,0.019767,0.820101,0.008151,0.210869,0.000839,0.152521,0.000836,0.484559,0.020652,0.109935,0.029648,288
uncertainty_halt,2,0.459491,0.023035,0.355502,0.002422,0.255302,0.002038,0.134259,0.016587,0.063657,0.011362,0.126736,0.015763,0.219329,0.018816,0.230324,0.01981,0.821505,0.008164,0.211553,0.000851,0.152352,0.000872,0.471341,0.01991,0.123656,0.028885,288
uncertainty_halt,3,0.472222,0.022091,0.356381,0.002627,0.25446,0.002199,0.139468,0.017282,0.047454,0.010454,0.133102,0.016942,0.227431,0.020029,0.21412,0.019371,0.820098,0.008063,0.211497,0.000796,0.152361,0.000813,0.459858,0.01916,0.142608,0.030075,288
uncertainty_halt,4,0.438657,0.022866,0.355431,0.002486,0.25615,0.002107,0.150463,0.018714,0.05787,0.010736,0.127315,0.016067,0.220486,0.018773,0.221644,0.021064,0.820753,0.00803,0.211128,0.000805,0.152463,0.000796,0.489064,0.019908,0.097384,0.02979,288
uncertainty_halt,5,0.480324,0.024841,0.355571,0.002606,0.253999,0.00208,0.131944,0.01668,0.053819,0.011073,0.12963,0.015487,0.20544,0.019196,0.197917,0.018735,0.821376,0.007939,0.211889,0.000887,0.1526,0.000835,0.45217,0.021518,0.148769,0.030291,288
uncertainty_halt,6,0.446759,0.023904,0.355475,0.002544,0.254804,0.002105,0.146991,0.017156,0.061343,0.01119,0.14294,0.016667,0.230903,0.020269,0.231481,0.020148,0.82171,0.008012,0.210582,0.000762,0.152659,0.000824,0.48233,0.02072,0.101374,0.031178,288
uncertainty_halt,7,0.464699,0.026357,0.354878,0.002523,0.254398,0.002168,0.14294,0.017791,0.059606,0.011142,0.124421,0.016872,0.22338,0.017917,0.222801,0.02008,0.821878,0.008096,0.211197,0.000796,0.152559,0.000824,0.466218,0.022851,0.12763,0.034232,288
uncertainty_halt,8,0.472801,0.024085,0.35695,0.002635,0.255107,0.00211,0.144097,0.017519,0.054977,0.010878,0.123264,0.015306,0.233218,0.020423,0.228009,0.020858,0.818982,0.008193,0.21111,0.000845,0.151879,0.000813,0.458843,0.020909,0.143094,0.030419,288
uncertainty_halt,9,0.446759,0.019961,0.356455,0.002595,0.254732,0.00202,0.154514,0.017874,0.056713,0.011512,0.127315,0.015824,0.230324,0.020005,0.221065,0.020557,0.822168,0.008217,0.211624,0.0009,0.152546,0.00083,0.482009,0.017381,0.105149,0.025763,288
