stress_level,method,seed,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_ece,ci95_ece,mean_regret,ci95_regret,mean_utility,ci95_utility,groups
0.2,risk_calibrated_goal_belief_revision_v5,5,0.809028,0.043486,0.774775,0.003132,0.640537,0.003596,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.057233,0.635417,0.060473,0.430018,0.013943,0.272009,0.001959,0.013509,0.00147,0.168691,0.03842,0.766778,0.042616,48
0.2,risk_calibrated_goal_belief_revision_v5,6,0.8125,0.052939,0.778437,0.003198,0.635101,0.002781,0.013889,0.01317,0.003472,0.006806,0.003472,0.006806,0.583333,0.049595,0.583333,0.057542,0.429207,0.013091,0.271872,0.001865,0.013963,0.001594,0.165405,0.046851,0.753524,0.056331,48
0.2,risk_calibrated_goal_belief_revision_v5,7,0.815972,0.044825,0.776906,0.003331,0.635291,0.003148,0.003472,0.006806,0.0,0.0,0.0,0.0,0.604167,0.071886,0.638889,0.057815,0.426957,0.013863,0.27304,0.00185,0.015338,0.001553,0.162308,0.039482,0.773428,0.045429,48
0.2,risk_calibrated_goal_belief_revision_v5,8,0.774306,0.052818,0.776395,0.003548,0.634277,0.002993,0.003472,0.006806,0.0,0.0,0.0,0.0,0.586806,0.055865,0.569444,0.046477,0.426249,0.013664,0.271143,0.001949,0.014379,0.00183,0.198584,0.046277,0.728465,0.056218,48
0.2,risk_calibrated_goal_belief_revision_v5,9,0.78125,0.04257,0.776622,0.002902,0.639865,0.003104,0.0,0.0,0.0,0.0,0.0,0.0,0.552083,0.053412,0.583333,0.057542,0.428767,0.013028,0.271929,0.002016,0.015031,0.001533,0.192375,0.037299,0.735894,0.042776,48
0.2,robust_mpc_replan,0,0.690972,0.05835,0.504051,0.002971,0.452819,0.003228,0.065972,0.02525,0.027778,0.017758,0.069444,0.027222,0.402778,0.051314,0.434028,0.059752,0.645504,0.013104,0.235756,0.001982,0.094345,0.001513,0.272007,0.051241,0.504002,0.073517,48
0.2,robust_mpc_replan,1,0.604167,0.063501,0.502419,0.003067,0.455675,0.002553,0.111111,0.040494,0.017361,0.014556,0.048611,0.025657,0.385417,0.049744,0.472222,0.051772,0.647609,0.012871,0.236303,0.00176,0.095778,0.001345,0.348472,0.056173,0.40496,0.080491,48
0.2,robust_mpc_replan,2,0.607639,0.045088,0.504354,0.00307,0.453573,0.003024,0.097222,0.028908,0.013889,0.01317,0.100694,0.038588,0.395833,0.052038,0.388889,0.055306,0.644235,0.012617,0.234489,0.002071,0.094921,0.001166,0.346637,0.039577,0.387406,0.056579,48
0.2,robust_mpc_replan,3,0.65625,0.054508,0.502196,0.002852,0.455803,0.00371,0.069444,0.033458,0.038194,0.022264,0.059028,0.029962,0.40625,0.059883,0.409722,0.057508,0.650163,0.014034,0.235367,0.001937,0.094993,0.00142,0.303352,0.047898,0.454834,0.067426,48
0.2,robust_mpc_replan,4,0.65625,0.061057,0.501587,0.003613,0.457299,0.004053,0.072917,0.030613,0.020833,0.015759,0.059028,0.024778,0.392361,0.052818,0.489583,0.058687,0.647853,0.012611,0.235542,0.001764,0.095291,0.001461,0.303899,0.054164,0.470529,0.070158,48
0.2,robust_mpc_replan,5,0.663194,0.052818,0.501869,0.003096,0.45814,0.003716,0.097222,0.036175,0.024306,0.016817,0.076389,0.032198,0.336806,0.05458,0.409722,0.049555,0.649767,0.012952,0.237236,0.002016,0.095782,0.001497,0.297144,0.046527,0.439335,0.061139,48
0.2,robust_mpc_replan,6,0.59375,0.044472,0.504835,0.003213,0.45307,0.003986,0.086806,0.036379,0.03125,0.018598,0.045139,0.027059,0.399306,0.06578,0.517361,0.063957,0.646675,0.012927,0.236382,0.001952,0.095813,0.001574,0.357782,0.039053,0.398568,0.05659,48
0.2,robust_mpc_replan,7,0.625,0.050069,0.503506,0.003239,0.456601,0.003258,0.083333,0.02751,0.027778,0.022462,0.065972,0.028754,0.395833,0.052939,0.451389,0.065937,0.649558,0.013659,0.235892,0.002004,0.094824,0.001248,0.330644,0.04404,0.420572,0.058174,48
0.2,robust_mpc_replan,8,0.625,0.058762,0.503523,0.003656,0.456553,0.003347,0.059028,0.026618,0.020833,0.015759,0.072917,0.029027,0.40625,0.054072,0.510417,0.057875,0.647249,0.013662,0.237433,0.001824,0.094737,0.001222,0.330626,0.051923,0.445809,0.068574,48
0.2,robust_mpc_replan,9,0.649306,0.062461,0.504102,0.002876,0.454121,0.003329,0.072917,0.029027,0.03125,0.020988,0.086806,0.036379,0.395833,0.052939,0.430556,0.051314,0.648943,0.012662,0.236325,0.001986,0.095003,0.00123,0.308402,0.05466,0.434785,0.073347,48
0.3,active_viewpoint_reacquisition,0,0.572917,0.056636,0.464021,0.002983,0.305167,0.003488,0.114583,0.036595,0.020833,0.015759,0.055556,0.024477,0.388889,0.056991,0.305556,0.051772,0.678348,0.014656,0.245891,0.00213,0.130148,0.001689,0.374693,0.049487,0.339163,0.058744,48
0.3,active_viewpoint_reacquisition,1,0.635417,0.058079,0.462368,0.003498,0.308531,0.004104,0.114583,0.036595,0.041667,0.020633,0.079861,0.035055,0.40625,0.0659,0.263889,0.053125,0.679059,0.014008,0.246196,0.001753,0.129723,0.001421,0.320035,0.050781,0.372257,0.072272,48
0.3,active_viewpoint_reacquisition,2,0.538194,0.052594,0.463566,0.00274,0.309204,0.003263,0.107639,0.039496,0.052083,0.026019,0.0625,0.025035,0.402778,0.058223,0.274306,0.059553,0.676813,0.013919,0.247261,0.002072,0.12925,0.001545,0.406039,0.045932,0.282044,0.064695,48
0.3,active_viewpoint_reacquisition,3,0.586806,0.05835,0.46537,0.002808,0.306774,0.004152,0.114583,0.033912,0.0625,0.028565,0.072917,0.030613,0.385417,0.056844,0.284722,0.044528,0.67819,0.014502,0.24566,0.001814,0.130338,0.00156,0.363541,0.051319,0.309738,0.075701,48
0.3,active_viewpoint_reacquisition,4,0.607639,0.051915,0.461342,0.002691,0.306467,0.003672,0.114583,0.036595,0.076389,0.030693,0.076389,0.033635,0.381944,0.065216,0.319444,0.053125,0.673653,0.013794,0.24637,0.001632,0.130347,0.001543,0.345475,0.045578,0.311007,0.072251,48
0.3,active_viewpoint_reacquisition,5,0.600694,0.058955,0.464466,0.003035,0.309145,0.002448,0.104167,0.040833,0.045139,0.021175,0.0625,0.028565,0.458333,0.046136,0.28125,0.052519,0.676976,0.014558,0.245736,0.002145,0.129171,0.001649,0.351021,0.051573,0.353578,0.062607,48
0.3,active_viewpoint_reacquisition,6,0.607639,0.0634,0.462721,0.003983,0.308275,0.003706,0.118056,0.036339,0.065972,0.027059,0.038194,0.020027,0.434028,0.057327,0.246528,0.047639,0.682589,0.014706,0.245719,0.002084,0.12908,0.001238,0.345035,0.055706,0.336877,0.063987,48
0.3,active_viewpoint_reacquisition,7,0.552083,0.068883,0.464844,0.003578,0.310398,0.003391,0.114583,0.044737,0.038194,0.022264,0.065972,0.028754,0.413194,0.071467,0.243056,0.051429,0.678185,0.014536,0.247357,0.002249,0.129899,0.001728,0.393808,0.060347,0.300459,0.085618,48
0.3,active_viewpoint_reacquisition,8,0.590278,0.059924,0.463718,0.002606,0.30882,0.00271,0.149306,0.047886,0.059028,0.029962,0.097222,0.0305,0.454861,0.062838,0.298611,0.065216,0.677999,0.013504,0.243987,0.002034,0.129178,0.00158,0.360815,0.05284,0.283376,0.079606,48
0.3,active_viewpoint_reacquisition,9,0.579861,0.063772,0.464239,0.003077,0.304512,0.003083,0.131944,0.037618,0.065972,0.030354,0.079861,0.029162,0.416667,0.052378,0.28125,0.047804,0.676948,0.013501,0.24639,0.001728,0.130597,0.001445,0.369214,0.056156,0.290323,0.081929,48
0.3,conformal_goal_validity_filter,0,0.600694,0.057327,0.566934,0.003373,0.438141,0.003512,0.083333,0.029179,0.03125,0.020988,0.083333,0.030757,0.34375,0.054508,0.399306,0.050295,0.620903,0.014784,0.218696,0.001982,0.055235,0.001665,0.350713,0.050079,0.393935,0.062934,48
0.3,conformal_goal_validity_filter,1,0.631944,0.058324,0.568554,0.003221,0.437701,0.003393,0.052083,0.032487,0.034722,0.019351,0.069444,0.027222,0.392361,0.05458,0.361111,0.057815,0.61685,0.013023,0.217366,0.001784,0.055146,0.001729,0.3235,0.051415,0.451993,0.068041,48
0.3,conformal_goal_validity_filter,2,0.621528,0.069962,0.568431,0.002815,0.437641,0.003436,0.076389,0.029111,0.020833,0.015759,0.059028,0.02834,0.361111,0.062532,0.447917,0.05767,0.616126,0.01487,0.218212,0.001895,0.056188,0.001614,0.331622,0.060884,0.447629,0.074929,48
0.3,conformal_goal_validity_filter,3,0.631944,0.059924,0.56334,0.003199,0.434723,0.003552,0.055556,0.024477,0.045139,0.02525,0.076389,0.030693,0.347222,0.049436,0.395833,0.058053,0.615377,0.01343,0.218649,0.001884,0.05666,0.001538,0.323648,0.052329,0.437525,0.07091,48
0.3,conformal_goal_validity_filter,4,0.659722,0.05913,0.566226,0.00291,0.432823,0.003107,0.041667,0.024797,0.017361,0.014556,0.055556,0.026339,0.354167,0.051121,0.409722,0.054985,0.616607,0.014266,0.21807,0.001902,0.056679,0.001585,0.300109,0.052096,0.514412,0.071706,48
0.3,conformal_goal_validity_filter,5,0.628472,0.061699,0.569359,0.003196,0.4372,0.003294,0.072917,0.030613,0.034722,0.019351,0.079861,0.033678,0.322917,0.060277,0.430556,0.062152,0.617362,0.013512,0.218381,0.001704,0.054689,0.001507,0.326438,0.053999,0.424877,0.076492,48
0.3,conformal_goal_validity_filter,6,0.611111,0.054444,0.567828,0.00291,0.436468,0.003817,0.086806,0.030741,0.013889,0.01317,0.048611,0.023742,0.329861,0.053706,0.40625,0.062964,0.614801,0.014089,0.218404,0.001857,0.055024,0.001538,0.34246,0.047911,0.436645,0.059952,48
0.3,conformal_goal_validity_filter,7,0.597222,0.048469,0.566841,0.002732,0.434861,0.002903,0.041667,0.020633,0.034722,0.023742,0.059028,0.031501,0.34375,0.068366,0.375,0.051925,0.616522,0.013286,0.217986,0.002012,0.055414,0.00143,0.354542,0.042953,0.429267,0.045904,48
0.3,conformal_goal_validity_filter,8,0.645833,0.059661,0.566305,0.002747,0.43767,0.003656,0.065972,0.028754,0.017361,0.014556,0.065972,0.030354,0.315972,0.050763,0.427083,0.048541,0.612449,0.013993,0.219277,0.001822,0.056497,0.001535,0.311512,0.052714,0.474822,0.069788,48
0.3,conformal_goal_validity_filter,9,0.618056,0.056679,0.566334,0.003107,0.433798,0.00411,0.055556,0.031266,0.027778,0.017758,0.059028,0.024778,0.336806,0.057943,0.340278,0.060709,0.61892,0.014415,0.218455,0.001699,0.055327,0.001469,0.335603,0.049466,0.444372,0.067517,48
0.3,failure_aware_manipulation_policy,0,0.645833,0.0564,0.523898,0.003398,0.447932,0.003812,0.055556,0.024477,0.045139,0.023302,0.0625,0.031704,0.357639,0.057533,0.388889,0.063284,0.650979,0.013497,0.225948,0.002111,0.104682,0.0019,0.310929,0.049501,0.443393,0.06644,48
0.3,failure_aware_manipulation_policy,1,0.628472,0.047886,0.520112,0.003885,0.448152,0.003236,0.086806,0.032243,0.03125,0.020988,0.069444,0.027222,0.402778,0.056575,0.4375,0.051121,0.645514,0.013789,0.22598,0.001805,0.104456,0.00156,0.326185,0.041933,0.415781,0.049836,48
0.3,failure_aware_manipulation_policy,2,0.586806,0.053264,0.521653,0.00327,0.447615,0.003544,0.072917,0.030613,0.020833,0.018518,0.072917,0.029027,0.395833,0.052038,0.371528,0.054363,0.647935,0.015027,0.227324,0.00181,0.104412,0.001841,0.363568,0.047033,0.390921,0.059722,48
0.3,failure_aware_manipulation_policy,3,0.670139,0.046125,0.522485,0.003156,0.452222,0.004228,0.055556,0.031266,0.041667,0.024797,0.079861,0.035055,0.423611,0.054985,0.451389,0.061483,0.644696,0.014795,0.225013,0.001754,0.1041,0.001534,0.29046,0.040659,0.468107,0.058936,48
0.3,failure_aware_manipulation_policy,4,0.649306,0.052594,0.521396,0.003313,0.447057,0.00368,0.0625,0.023068,0.03125,0.018598,0.052083,0.024133,0.465278,0.058324,0.447917,0.060863,0.645832,0.014057,0.224817,0.001941,0.103718,0.001316,0.308934,0.046192,0.472435,0.059379,48
0.3,failure_aware_manipulation_policy,5,0.628472,0.056913,0.522726,0.002289,0.448887,0.003425,0.065972,0.027059,0.027778,0.020247,0.059028,0.022789,0.413194,0.057533,0.447917,0.048784,0.645014,0.013389,0.228675,0.001867,0.104774,0.001708,0.326798,0.049772,0.440885,0.060897,48
0.3,failure_aware_manipulation_policy,6,0.635417,0.050217,0.523862,0.003255,0.44824,0.003396,0.072917,0.027349,0.034722,0.021658,0.072917,0.036271,0.371528,0.048864,0.440972,0.059553,0.647003,0.013884,0.22714,0.001691,0.104568,0.001305,0.320385,0.043777,0.42556,0.061324,48
0.3,failure_aware_manipulation_policy,7,0.579861,0.059155,0.524098,0.002944,0.446576,0.003201,0.090278,0.030693,0.048611,0.030693,0.065972,0.030354,0.371528,0.061699,0.402778,0.062152,0.647326,0.014768,0.226612,0.001901,0.105089,0.001521,0.369312,0.051917,0.346591,0.075259,48
0.3,failure_aware_manipulation_policy,8,0.607639,0.06189,0.521638,0.003045,0.447728,0.003472,0.059028,0.029962,0.055556,0.024477,0.055556,0.024477,0.4375,0.053826,0.402778,0.054008,0.642355,0.015072,0.227421,0.002129,0.104328,0.001612,0.345474,0.054344,0.402789,0.078138,48
0.3,failure_aware_manipulation_policy,9,0.614583,0.063896,0.517634,0.003493,0.447086,0.003409,0.059028,0.029962,0.027778,0.020247,0.069444,0.027222,0.392361,0.059553,0.402778,0.047483,0.644165,0.013318,0.22699,0.001982,0.103803,0.00164,0.339422,0.056393,0.424411,0.069757,48
0.3,goal_retargeting_heuristic,0,0.576389,0.058324,0.434825,0.002979,0.456296,0.003558,0.114583,0.035279,0.03125,0.020988,0.09375,0.037552,0.34375,0.060277,0.388889,0.048955,0.712407,0.013596,0.221483,0.001747,0.121971,0.001493,0.372024,0.051079,0.321829,0.06932,48
0.3,goal_retargeting_heuristic,1,0.565972,0.058147,0.433775,0.003373,0.456104,0.003604,0.083333,0.030757,0.045139,0.023302,0.097222,0.032013,0.336806,0.05458,0.461806,0.053486,0.715614,0.013464,0.218078,0.001657,0.123338,0.001574,0.380685,0.050646,0.317414,0.068324,48
0.3,goal_retargeting_heuristic,2,0.576389,0.061483,0.436114,0.003457,0.45743,0.003436,0.086806,0.030741,0.027778,0.017758,0.083333,0.032259,0.309028,0.055012,0.388889,0.062532,0.715853,0.013628,0.22035,0.002318,0.122655,0.001858,0.372932,0.054332,0.348489,0.062764,48
0.3,goal_retargeting_heuristic,3,0.565972,0.064326,0.436451,0.002801,0.455619,0.003294,0.076389,0.033635,0.045139,0.023302,0.097222,0.034843,0.302083,0.038485,0.420139,0.043486,0.714341,0.013668,0.219691,0.002072,0.123084,0.001648,0.382463,0.056813,0.32107,0.072132,48
0.3,goal_retargeting_heuristic,4,0.555556,0.052678,0.436963,0.003438,0.459423,0.003745,0.072917,0.029027,0.038194,0.022264,0.076389,0.035013,0.364583,0.049266,0.423611,0.056679,0.71249,0.014316,0.219613,0.002132,0.123825,0.001675,0.391781,0.046315,0.338267,0.066258,48
0.3,goal_retargeting_heuristic,5,0.666667,0.049595,0.433115,0.003608,0.458444,0.003201,0.09375,0.034942,0.027778,0.022462,0.076389,0.023742,0.291667,0.052828,0.447917,0.06536,0.716905,0.013363,0.219335,0.001803,0.121617,0.001447,0.292668,0.043325,0.437706,0.067343,48
0.3,goal_retargeting_heuristic,6,0.65625,0.054508,0.434421,0.002586,0.457391,0.003268,0.114583,0.036595,0.020833,0.015759,0.104167,0.031704,0.277778,0.051772,0.392361,0.05458,0.71581,0.014525,0.220698,0.002199,0.12271,0.001477,0.302465,0.048007,0.400578,0.061312,48
0.3,goal_retargeting_heuristic,7,0.569444,0.060611,0.434607,0.003342,0.457241,0.002455,0.100694,0.036053,0.027778,0.020247,0.086806,0.032243,0.319444,0.049436,0.395833,0.057233,0.717183,0.013864,0.220437,0.001805,0.122218,0.001391,0.378266,0.052997,0.333701,0.069148,48
0.3,goal_retargeting_heuristic,8,0.586806,0.055012,0.433655,0.003512,0.458102,0.003263,0.09375,0.029027,0.041667,0.020633,0.09375,0.033561,0.368056,0.055838,0.420139,0.06451,0.717665,0.013554,0.220013,0.001708,0.121858,0.0014,0.363477,0.048381,0.342306,0.065102,48
0.3,goal_retargeting_heuristic,9,0.621528,0.052142,0.436842,0.00303,0.45485,0.002992,0.048611,0.025657,0.024306,0.016817,0.065972,0.02525,0.322917,0.056217,0.444444,0.055306,0.718019,0.014271,0.218802,0.002196,0.123214,0.001353,0.33282,0.045846,0.438144,0.052605,48
0.3,learned_goal_state_classifier,0,0.621528,0.055653,0.589577,0.002747,0.459784,0.00351,0.059028,0.031501,0.024306,0.016817,0.048611,0.023742,0.395833,0.059661,0.434028,0.060538,0.595783,0.01464,0.214389,0.002119,0.086578,0.001534,0.332877,0.04942,0.457536,0.059738,48
0.3,learned_goal_state_classifier,1,0.628472,0.055226,0.584634,0.002638,0.460747,0.003208,0.052083,0.026019,0.038194,0.020027,0.038194,0.020027,0.395833,0.063501,0.486111,0.056575,0.597375,0.01397,0.215152,0.001667,0.086532,0.001668,0.326044,0.048397,0.464626,0.058792,48
0.3,learned_goal_state_classifier,2,0.652778,0.059826,0.590123,0.003282,0.45716,0.003498,0.055556,0.026339,0.020833,0.015759,0.079861,0.033678,0.392361,0.058754,0.413194,0.056705,0.597036,0.015131,0.215461,0.001849,0.085386,0.001667,0.305293,0.052469,0.475149,0.07425,48
0.3,learned_goal_state_classifier,3,0.590278,0.063003,0.585627,0.00319,0.460026,0.003757,0.045139,0.023302,0.020833,0.018518,0.052083,0.026019,0.40625,0.055794,0.413194,0.055012,0.595333,0.014067,0.21322,0.00208,0.086545,0.001583,0.360626,0.055305,0.438125,0.072504,48
0.3,learned_goal_state_classifier,4,0.611111,0.048955,0.590489,0.003421,0.459913,0.003718,0.114583,0.037866,0.010417,0.011534,0.041667,0.024797,0.430556,0.052227,0.392361,0.056287,0.596993,0.014639,0.214406,0.002259,0.085702,0.001477,0.342472,0.042734,0.428534,0.059026,48
0.3,learned_goal_state_classifier,5,0.635417,0.056427,0.589228,0.003083,0.461134,0.003929,0.079861,0.032243,0.013889,0.01317,0.041667,0.020633,0.434028,0.060538,0.444444,0.061,0.595775,0.01453,0.214936,0.002289,0.087102,0.00149,0.320496,0.049467,0.479245,0.060355,48
0.3,learned_goal_state_classifier,6,0.690972,0.06451,0.589032,0.003395,0.460433,0.003407,0.076389,0.037618,0.020833,0.015759,0.065972,0.030354,0.395833,0.060448,0.392361,0.060342,0.595127,0.013441,0.216201,0.00165,0.08649,0.001536,0.27157,0.056372,0.505604,0.078033,48
0.3,learned_goal_state_classifier,7,0.642361,0.055865,0.584367,0.002873,0.45973,0.003767,0.048611,0.025657,0.041667,0.024797,0.0625,0.026858,0.496528,0.061121,0.416667,0.061515,0.595818,0.012977,0.213356,0.00194,0.086267,0.001732,0.314217,0.049105,0.469655,0.06139,48
0.3,learned_goal_state_classifier,8,0.697917,0.048296,0.588725,0.003146,0.457314,0.004077,0.0625,0.025035,0.017361,0.017506,0.052083,0.027778,0.395833,0.059661,0.416667,0.058358,0.599597,0.014553,0.214457,0.002095,0.085742,0.001428,0.265405,0.04212,0.536786,0.056871,48
0.3,learned_goal_state_classifier,9,0.663194,0.051915,0.584502,0.003211,0.459101,0.002994,0.069444,0.028908,0.027778,0.017758,0.059028,0.024778,0.375,0.048143,0.475694,0.057533,0.595378,0.014453,0.213149,0.001729,0.086539,0.001581,0.296617,0.046032,0.486767,0.059613,48
0.3,oracle_goal_state_supervisor,0,0.902778,0.034843,0.826001,0.002998,0.68406,0.003139,0.0,0.0,0.0,0.0,0.0,0.0,0.600694,0.054796,0.638889,0.049912,0.401054,0.013833,0.273616,0.002043,0.003356,0.000828,0.0,0.0,0.865386,0.034531,48
0.3,oracle_goal_state_supervisor,1,0.861111,0.043859,0.831485,0.003236,0.683296,0.003692,0.0,0.0,0.0,0.0,0.0,0.0,0.590278,0.054118,0.649306,0.060927,0.400275,0.014283,0.275535,0.001836,0.003792,0.000945,0.0,0.0,0.823054,0.043327,48
0.3,oracle_goal_state_supervisor,2,0.888889,0.040494,0.826557,0.002513,0.684683,0.003945,0.0,0.0,0.0,0.0,0.0,0.0,0.635417,0.05115,0.697917,0.052067,0.398577,0.014114,0.276408,0.001759,0.003152,0.000869,0.0,0.0,0.855572,0.040987,48
0.3,oracle_goal_state_supervisor,3,0.888889,0.036823,0.829782,0.003252,0.682883,0.003244,0.0,0.0,0.0,0.0,0.0,0.0,0.569444,0.055732,0.677083,0.061826,0.40065,0.014572,0.274765,0.002223,0.003372,0.000694,0.0,0.0,0.850817,0.037291,48
0.3,oracle_goal_state_supervisor,4,0.892361,0.037024,0.827878,0.003261,0.684851,0.003707,0.0,0.0,0.0,0.0,0.0,0.0,0.642361,0.04561,0.638889,0.054444,0.400511,0.014333,0.274927,0.002275,0.004269,0.001109,0.0,0.0,0.856893,0.036625,48
0.3,oracle_goal_state_supervisor,5,0.861111,0.036823,0.829133,0.003157,0.683149,0.003346,0.0,0.0,0.0,0.0,0.0,0.0,0.600694,0.052142,0.649306,0.045868,0.398884,0.013399,0.276458,0.001703,0.004458,0.001144,0.0,0.0,0.823404,0.036083,48
0.3,oracle_goal_state_supervisor,6,0.899306,0.037342,0.827193,0.002828,0.68582,0.003639,0.0,0.0,0.0,0.0,0.0,0.0,0.583333,0.061515,0.628472,0.048864,0.400563,0.014488,0.277103,0.001852,0.003932,0.000878,0.0,0.0,0.859704,0.03803,48
0.3,oracle_goal_state_supervisor,7,0.895833,0.037196,0.824721,0.003493,0.681431,0.004192,0.0,0.0,0.0,0.0,0.0,0.0,0.572917,0.041158,0.621528,0.057327,0.399029,0.012716,0.277602,0.001833,0.003822,0.000923,0.0,0.0,0.85507,0.03805,48
0.3,oracle_goal_state_supervisor,8,0.878472,0.039794,0.82774,0.003194,0.685349,0.003753,0.0,0.0,0.0,0.0,0.0,0.0,0.607639,0.06265,0.625,0.052828,0.40251,0.013366,0.276394,0.001516,0.004828,0.00106,0.0,0.0,0.840134,0.040092,48
0.3,oracle_goal_state_supervisor,9,0.916667,0.033693,0.830451,0.002787,0.680977,0.003578,0.0,0.0,0.0,0.0,0.0,0.0,0.638889,0.061,0.649306,0.053486,0.400634,0.014632,0.274226,0.001884,0.003808,0.000842,0.0,0.0,0.881625,0.033843,48
0.3,pomdp_belief_planner,0,0.625,0.052828,0.523988,0.003006,0.400727,0.003492,0.072917,0.027349,0.055556,0.024477,0.0625,0.025035,0.416667,0.05054,0.392361,0.053706,0.636875,0.014592,0.223912,0.00164,0.107288,0.00156,0.329331,0.046386,0.403721,0.063155,48
0.3,pomdp_belief_planner,1,0.607639,0.057943,0.528179,0.002968,0.400997,0.00366,0.118056,0.043452,0.055556,0.029715,0.069444,0.028908,0.395833,0.052939,0.336806,0.053706,0.638546,0.014553,0.226339,0.001893,0.10784,0.001468,0.344506,0.050839,0.349148,0.070362,48
0.3,pomdp_belief_planner,2,0.59375,0.055794,0.529507,0.004051,0.402526,0.004254,0.079861,0.032243,0.024306,0.016817,0.072917,0.027349,0.392361,0.05458,0.371528,0.046888,0.638785,0.01391,0.226392,0.001482,0.108458,0.001857,0.356717,0.04846,0.388181,0.064846,48
0.3,pomdp_belief_planner,3,0.5625,0.061994,0.527534,0.002951,0.401525,0.003348,0.072917,0.032121,0.069444,0.027222,0.086806,0.032243,0.368056,0.053236,0.392361,0.045088,0.638912,0.013646,0.22439,0.00174,0.107666,0.001549,0.385668,0.054667,0.316436,0.075576,48
0.3,pomdp_belief_planner,4,0.607639,0.06189,0.525116,0.002954,0.403258,0.003481,0.097222,0.033458,0.045139,0.023302,0.072917,0.029027,0.361111,0.061771,0.409722,0.05913,0.639663,0.013756,0.224881,0.00223,0.1081,0.001424,0.345736,0.054481,0.371738,0.072964,48
0.3,pomdp_belief_planner,5,0.621528,0.055653,0.526144,0.003014,0.406104,0.003662,0.114583,0.040287,0.048611,0.027439,0.045139,0.023302,0.354167,0.053826,0.399306,0.053926,0.642058,0.014956,0.224053,0.001807,0.10716,0.001392,0.332433,0.048712,0.381428,0.073221,48
0.3,pomdp_belief_planner,6,0.642361,0.063772,0.525233,0.00341,0.402534,0.003344,0.065972,0.02525,0.041667,0.024797,0.072917,0.030613,0.444444,0.069005,0.399306,0.052142,0.646049,0.014363,0.225372,0.001488,0.108578,0.001673,0.31473,0.056111,0.438769,0.078165,48
0.3,pomdp_belief_planner,7,0.597222,0.058223,0.527068,0.002959,0.403614,0.00346,0.072917,0.033561,0.045139,0.023302,0.100694,0.031875,0.364583,0.056427,0.371528,0.050763,0.633828,0.014573,0.225221,0.001747,0.107799,0.001787,0.353872,0.051008,0.361947,0.063653,48
0.3,pomdp_belief_planner,8,0.611111,0.053569,0.525385,0.003223,0.401241,0.003505,0.100694,0.036053,0.055556,0.028078,0.065972,0.027059,0.447917,0.06008,0.333333,0.061515,0.640704,0.015927,0.226987,0.002185,0.107347,0.001517,0.341536,0.046888,0.366069,0.0641,48
0.3,pomdp_belief_planner,9,0.59375,0.050452,0.528426,0.003485,0.403079,0.002848,0.128472,0.03797,0.055556,0.029715,0.069444,0.032013,0.416667,0.056714,0.347222,0.058223,0.635307,0.014087,0.224938,0.001848,0.106686,0.00157,0.357061,0.044135,0.331901,0.063392,48
0.3,risk_budgeted_goal_recovery,0,0.673611,0.056679,0.574309,0.002781,0.477235,0.003315,0.041667,0.02281,0.006944,0.009522,0.065972,0.030354,0.413194,0.060733,0.475694,0.061507,0.604989,0.014315,0.245435,0.001591,0.066865,0.001593,0.286801,0.049592,0.527518,0.064157,48
0.3,risk_budgeted_goal_recovery,1,0.6875,0.050187,0.574762,0.002767,0.474375,0.003781,0.059028,0.02834,0.020833,0.018518,0.045139,0.02525,0.454861,0.058147,0.472222,0.054444,0.603598,0.014728,0.241948,0.001679,0.065777,0.00172,0.274805,0.044182,0.530498,0.062367,48
0.3,risk_budgeted_goal_recovery,2,0.697917,0.057259,0.573288,0.003763,0.477389,0.002933,0.048611,0.029111,0.017361,0.014556,0.0625,0.031704,0.40625,0.061443,0.423611,0.058324,0.604831,0.014302,0.244581,0.001968,0.066655,0.001282,0.265097,0.049827,0.535105,0.065468,48
0.3,risk_budgeted_goal_recovery,3,0.642361,0.063772,0.572947,0.003613,0.477621,0.00308,0.034722,0.019351,0.013889,0.01317,0.055556,0.031266,0.427083,0.058282,0.475694,0.061507,0.605072,0.015033,0.243781,0.001748,0.066182,0.001743,0.314643,0.05588,0.504356,0.07229,48
0.3,risk_budgeted_goal_recovery,4,0.715278,0.050501,0.576387,0.003647,0.476136,0.003424,0.055556,0.032744,0.017361,0.014556,0.059028,0.026618,0.395833,0.064974,0.444444,0.050851,0.604968,0.013837,0.243247,0.001924,0.066441,0.001733,0.251169,0.04464,0.55018,0.063082,48
0.3,risk_budgeted_goal_recovery,5,0.663194,0.05006,0.571942,0.003326,0.477064,0.003324,0.0625,0.031704,0.010417,0.011534,0.045139,0.02525,0.493056,0.048591,0.475694,0.065239,0.601684,0.013267,0.243179,0.002075,0.066974,0.001447,0.296408,0.043984,0.51644,0.054168,48
