split,task,regime,method,seed,episodes,success,goal_validity_f1,retarget_precision,stale_goal_pursuit,unsafe_reach,false_abandonment,reappearance_recovery,substitute_goal_success,belief_update_latency,intervention_cost,ece,regret,utility
occlusion_heavy_shift,mobile_pick_and_place,object_moved,robust_mpc_replan,1,6,0.5,0.467338,0.456199,0.0,0.0,0.0,0.5,0.666667,0.586506,0.240835,0.107932,0.437636,0.437179
occlusion_heavy_shift,mobile_pick_and_place,object_moved,conformal_goal_validity_filter,1,6,0.5,0.558661,0.458437,0.166667,0.0,0.0,0.5,0.833333,0.59608,0.224109,0.056777,0.437636,0.340399
occlusion_heavy_shift,mobile_pick_and_place,object_moved,learned_goal_state_classifier,1,6,0.5,0.577299,0.48028,0.0,0.0,0.0,0.5,0.333333,0.54468,0.201,0.085144,0.437636,0.441127
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_subgoal_probe_policy,1,6,0.666667,0.553472,0.480383,0.0,0.0,0.0,0.166667,0.5,0.540547,0.269967,0.101822,0.291757,0.569582
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_budgeted_goal_recovery,1,6,0.833333,0.581277,0.484261,0.0,0.0,0.0,0.166667,0.5,0.557349,0.24527,0.07446,0.145879,0.748837
occlusion_heavy_shift,mobile_pick_and_place,object_moved,proposed_disappearing_goal_belief_revision_v4,1,6,0.833333,0.675518,0.569158,0.0,0.0,0.0,0.666667,0.5,0.46629,0.253608,0.074856,0.145879,0.783302
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_calibrated_goal_belief_revision_v5,1,6,0.833333,0.756933,0.643752,0.0,0.0,0.0,0.166667,0.666667,0.365707,0.275608,0.028405,0.145879,0.76695
occlusion_heavy_shift,mobile_pick_and_place,object_moved,oracle_goal_state_supervisor,1,6,1.0,0.811515,0.712697,0.0,0.0,0.0,0.666667,0.5,0.337937,0.272199,0.010254,0.0,0.961385
occlusion_heavy_shift,mobile_pick_and_place,object_moved,last_seen_goal_pursuit,2,6,0.333333,0.181153,0.18628,0.0,0.166667,0.333333,0.166667,0.166667,0.849423,0.140853,0.213769,0.572274,-0.118193
occlusion_heavy_shift,mobile_pick_and_place,object_moved,memory_only_belief_tracking,2,6,0.5,0.335243,0.246812,0.166667,0.0,0.0,0.0,0.333333,0.713977,0.133216,0.184479,0.429205,0.278751
occlusion_heavy_shift,mobile_pick_and_place,object_moved,uncertainty_halt,2,6,0.166667,0.373861,0.313908,0.333333,0.166667,0.0,0.333333,0.166667,0.697919,0.204628,0.1387,0.715342,-0.196271
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_viewpoint_reacquisition,2,6,0.5,0.460404,0.323636,0.0,0.166667,0.0,0.5,0.166667,0.588546,0.2352,0.136198,0.429205,0.230049
occlusion_heavy_shift,mobile_pick_and_place,object_moved,pomdp_belief_planner,2,6,0.833333,0.528844,0.419457,0.0,0.0,0.0,0.166667,0.5,0.56686,0.217114,0.103184,0.143068,0.750489
occlusion_heavy_shift,mobile_pick_and_place,object_moved,goal_retargeting_heuristic,2,6,0.166667,0.420153,0.483904,0.0,0.0,0.0,0.166667,0.833333,0.657708,0.225595,0.13357,0.715342,0.085051
occlusion_heavy_shift,mobile_pick_and_place,object_moved,failure_aware_manipulation_policy,2,6,0.833333,0.51392,0.475823,0.0,0.0,0.0,0.5,0.666667,0.607145,0.223532,0.108209,0.143068,0.774611
occlusion_heavy_shift,mobile_pick_and_place,object_moved,robust_mpc_replan,2,6,0.666667,0.463375,0.467052,0.333333,0.0,0.0,0.333333,0.666667,0.622984,0.236333,0.107068,0.286137,0.352729
occlusion_heavy_shift,mobile_pick_and_place,object_moved,conformal_goal_validity_filter,2,6,0.5,0.557099,0.447954,0.0,0.0,0.0,0.333333,0.333333,0.563646,0.20584,0.055002,0.429205,0.433397
occlusion_heavy_shift,mobile_pick_and_place,object_moved,learned_goal_state_classifier,2,6,0.833333,0.560834,0.465994,0.0,0.0,0.166667,0.333333,0.5,0.563035,0.214726,0.098268,0.143068,0.666645
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_subgoal_probe_policy,2,6,0.5,0.560713,0.456917,0.333333,0.0,0.0,0.333333,0.666667,0.518286,0.27094,0.104968,0.429205,0.181378
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_budgeted_goal_recovery,2,6,0.833333,0.559971,0.505196,0.0,0.0,0.0,0.5,0.5,0.55969,0.243428,0.066478,0.143068,0.772695
occlusion_heavy_shift,mobile_pick_and_place,object_moved,proposed_disappearing_goal_belief_revision_v4,2,6,0.5,0.653511,0.55481,0.0,0.0,0.0,0.333333,0.166667,0.47112,0.249587,0.067096,0.429205,0.415973
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_calibrated_goal_belief_revision_v5,2,6,0.666667,0.752829,0.643292,0.0,0.0,0.0,0.666667,1.0,0.38053,0.266391,0.030453,0.286137,0.647431
occlusion_heavy_shift,mobile_pick_and_place,object_moved,oracle_goal_state_supervisor,2,6,0.833333,0.808491,0.709541,0.0,0.0,0.0,0.5,0.666667,0.350037,0.28077,0.007566,0.0,0.79071
occlusion_heavy_shift,mobile_pick_and_place,object_moved,last_seen_goal_pursuit,3,6,0.0,0.182785,0.19451,0.166667,0.166667,0.0,0.166667,0.0,0.864511,0.130421,0.210624,0.880644,-0.39449
occlusion_heavy_shift,mobile_pick_and_place,object_moved,memory_only_belief_tracking,3,6,0.666667,0.338037,0.248037,0.333333,0.0,0.0,0.166667,0.0,0.73859,0.15376,0.180554,0.293548,0.314721
occlusion_heavy_shift,mobile_pick_and_place,object_moved,uncertainty_halt,3,6,0.333333,0.391,0.326675,0.166667,0.0,0.0,0.166667,0.666667,0.678405,0.211325,0.141726,0.587096,0.125669
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_viewpoint_reacquisition,3,6,0.166667,0.44885,0.325444,0.166667,0.0,0.0,0.0,0.166667,0.611916,0.246637,0.136913,0.73387,-0.080541
occlusion_heavy_shift,mobile_pick_and_place,object_moved,pomdp_belief_planner,3,6,0.833333,0.525555,0.412221,0.0,0.0,0.166667,0.5,0.333333,0.581603,0.218703,0.107958,0.146774,0.665725
occlusion_heavy_shift,mobile_pick_and_place,object_moved,goal_retargeting_heuristic,3,6,0.833333,0.41986,0.474023,0.0,0.0,0.0,0.5,0.333333,0.672481,0.22774,0.127269,0.146774,0.750888
occlusion_heavy_shift,mobile_pick_and_place,object_moved,failure_aware_manipulation_policy,3,6,0.5,0.505417,0.457787,0.0,0.166667,0.0,0.0,0.333333,0.58808,0.228635,0.112462,0.440322,0.24593
occlusion_heavy_shift,mobile_pick_and_place,object_moved,robust_mpc_replan,3,6,0.5,0.48263,0.470281,0.166667,0.0,0.0,0.666667,0.5,0.610882,0.23835,0.102341,0.440322,0.321269
occlusion_heavy_shift,mobile_pick_and_place,object_moved,conformal_goal_validity_filter,3,6,0.666667,0.538569,0.462091,0.0,0.0,0.0,0.333333,0.5,0.559668,0.21985,0.062193,0.293548,0.603213
occlusion_heavy_shift,mobile_pick_and_place,object_moved,learned_goal_state_classifier,3,6,0.5,0.588858,0.476533,0.166667,0.0,0.0,0.333333,0.333333,0.552954,0.21877,0.089748,0.440322,0.303643
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_subgoal_probe_policy,3,6,0.5,0.555777,0.451429,0.0,0.0,0.0,0.666667,0.5,0.543909,0.259407,0.106411,0.440322,0.437406
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_budgeted_goal_recovery,3,6,0.666667,0.555526,0.496631,0.166667,0.0,0.166667,0.666667,0.5,0.569768,0.231495,0.07339,0.293548,0.401751
occlusion_heavy_shift,mobile_pick_and_place,object_moved,proposed_disappearing_goal_belief_revision_v4,3,6,0.333333,0.667671,0.570654,0.166667,0.0,0.0,0.666667,0.5,0.475144,0.247419,0.071802,0.587096,0.165387
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_calibrated_goal_belief_revision_v5,3,6,0.833333,0.75713,0.645071,0.0,0.0,0.0,0.333333,0.833333,0.414499,0.266922,0.019992,0.146774,0.786243
occlusion_heavy_shift,mobile_pick_and_place,object_moved,oracle_goal_state_supervisor,3,6,0.833333,0.80564,0.69551,0.0,0.0,0.0,0.666667,0.166667,0.344074,0.275915,0.013557,0.0,0.781206
occlusion_heavy_shift,mobile_pick_and_place,object_moved,last_seen_goal_pursuit,4,6,0.333333,0.184345,0.18719,0.0,0.0,0.0,0.166667,0.333333,0.841639,0.131725,0.202565,0.587042,0.233003
occlusion_heavy_shift,mobile_pick_and_place,object_moved,memory_only_belief_tracking,4,6,0.666667,0.301108,0.245809,0.333333,0.0,0.166667,0.166667,0.333333,0.756325,0.161404,0.174914,0.293521,0.302358
occlusion_heavy_shift,mobile_pick_and_place,object_moved,uncertainty_halt,4,6,0.5,0.379274,0.297306,0.166667,0.0,0.166667,0.5,0.333333,0.698403,0.205879,0.140884,0.440281,0.203155
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_viewpoint_reacquisition,4,6,0.166667,0.449212,0.310604,0.0,0.0,0.0,0.333333,0.166667,0.639093,0.230193,0.141243,0.733802,0.063747
occlusion_heavy_shift,mobile_pick_and_place,object_moved,pomdp_belief_planner,4,6,0.666667,0.531761,0.429137,0.166667,0.0,0.166667,0.166667,0.333333,0.582723,0.229545,0.118428,0.293521,0.35178
occlusion_heavy_shift,mobile_pick_and_place,object_moved,goal_retargeting_heuristic,4,6,0.833333,0.43623,0.480081,0.0,0.0,0.0,0.166667,0.333333,0.650367,0.222589,0.127817,0.14676,0.731752
occlusion_heavy_shift,mobile_pick_and_place,object_moved,failure_aware_manipulation_policy,4,6,1.0,0.509664,0.436354,0.0,0.0,0.0,0.333333,0.333333,0.592615,0.217117,0.108695,0.0,0.917988
occlusion_heavy_shift,mobile_pick_and_place,object_moved,robust_mpc_replan,4,6,0.833333,0.490105,0.469235,0.0,0.0,0.166667,0.166667,0.166667,0.602291,0.231263,0.101186,0.14676,0.633246
occlusion_heavy_shift,mobile_pick_and_place,object_moved,conformal_goal_validity_filter,4,6,0.833333,0.539259,0.459329,0.0,0.0,0.333333,0.166667,0.0,0.56739,0.216856,0.059738,0.14676,0.544265
occlusion_heavy_shift,mobile_pick_and_place,object_moved,learned_goal_state_classifier,4,6,0.833333,0.571524,0.468122,0.0,0.0,0.0,0.0,0.666667,0.532818,0.216161,0.086428,0.14676,0.75283
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_subgoal_probe_policy,4,6,0.666667,0.549207,0.469012,0.0,0.0,0.0,0.5,0.666667,0.502512,0.264446,0.105841,0.293521,0.601422
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_budgeted_goal_recovery,4,6,0.833333,0.561576,0.508877,0.0,0.0,0.0,0.5,0.333333,0.545795,0.242179,0.076839,0.14676,0.763986
occlusion_heavy_shift,mobile_pick_and_place,object_moved,proposed_disappearing_goal_belief_revision_v4,4,6,0.833333,0.659129,0.564418,0.0,0.0,0.0,0.166667,0.5,0.457802,0.245439,0.070782,0.14676,0.754573
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_calibrated_goal_belief_revision_v5,4,6,1.0,0.757064,0.654816,0.0,0.0,0.0,0.833333,0.666667,0.398469,0.287625,0.02089,0.0,0.973085
occlusion_heavy_shift,mobile_pick_and_place,object_moved,oracle_goal_state_supervisor,4,6,1.0,0.821751,0.714712,0.0,0.0,0.0,0.5,0.666667,0.333915,0.271357,0.00421,0.0,0.959968
occlusion_heavy_shift,mobile_pick_and_place,object_moved,last_seen_goal_pursuit,5,6,0.666667,0.178707,0.19294,0.5,0.0,0.333333,0.0,0.0,0.873112,0.14267,0.203765,0.29658,-0.017952
occlusion_heavy_shift,mobile_pick_and_place,object_moved,memory_only_belief_tracking,5,6,0.166667,0.342021,0.238015,0.0,0.166667,0.0,0.5,0.0,0.73022,0.14197,0.175114,0.741449,-0.076272
occlusion_heavy_shift,mobile_pick_and_place,object_moved,uncertainty_halt,5,6,0.333333,0.386793,0.297467,0.0,0.0,0.166667,0.666667,0.333333,0.690425,0.212871,0.153505,0.593159,0.162846
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_viewpoint_reacquisition,5,6,0.333333,0.442896,0.333638,0.0,0.0,0.0,0.166667,0.333333,0.607771,0.242467,0.131798,0.593159,0.227042
occlusion_heavy_shift,mobile_pick_and_place,object_moved,pomdp_belief_planner,5,6,0.833333,0.528602,0.409295,0.0,0.0,0.0,0.166667,0.666667,0.584007,0.238403,0.117394,0.14829,0.747619
occlusion_heavy_shift,mobile_pick_and_place,object_moved,goal_retargeting_heuristic,5,6,0.666667,0.455334,0.473823,0.0,0.333333,0.0,0.333333,0.333333,0.644712,0.220262,0.115812,0.29658,0.253474
occlusion_heavy_shift,mobile_pick_and_place,object_moved,failure_aware_manipulation_policy,5,6,0.666667,0.524305,0.478474,0.333333,0.0,0.0,0.0,0.333333,0.591166,0.228986,0.106124,0.29658,0.320065
occlusion_heavy_shift,mobile_pick_and_place,object_moved,robust_mpc_replan,5,6,0.666667,0.478444,0.451087,0.166667,0.0,0.166667,0.333333,0.666667,0.618637,0.230533,0.102953,0.29658,0.378925
occlusion_heavy_shift,mobile_pick_and_place,object_moved,conformal_goal_validity_filter,5,6,0.833333,0.556668,0.435001,0.0,0.166667,0.0,0.166667,0.666667,0.53385,0.220509,0.060539,0.14829,0.587657
occlusion_heavy_shift,mobile_pick_and_place,object_moved,learned_goal_state_classifier,5,6,0.5,0.576577,0.466648,0.0,0.0,0.0,0.333333,0.333333,0.553945,0.216211,0.088268,0.444869,0.424687
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_subgoal_probe_policy,5,6,0.833333,0.569229,0.457609,0.0,0.0,0.0,0.5,0.666667,0.569984,0.266337,0.106924,0.14829,0.76391
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_budgeted_goal_recovery,5,6,0.833333,0.56789,0.484794,0.0,0.0,0.0,0.5,0.666667,0.539902,0.241618,0.072082,0.14829,0.780495
occlusion_heavy_shift,mobile_pick_and_place,object_moved,proposed_disappearing_goal_belief_revision_v4,5,6,0.333333,0.649339,0.588768,0.0,0.0,0.0,0.666667,0.333333,0.465555,0.250072,0.068302,0.593159,0.278341
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_calibrated_goal_belief_revision_v5,5,6,0.833333,0.749523,0.655703,0.0,0.0,0.0,0.5,0.666667,0.393298,0.256911,0.015147,0.14829,0.794169
occlusion_heavy_shift,mobile_pick_and_place,object_moved,oracle_goal_state_supervisor,5,6,0.666667,0.821294,0.71263,0.0,0.0,0.0,0.666667,0.5,0.329974,0.271576,0.002941,0.0,0.632126
occlusion_heavy_shift,mobile_pick_and_place,object_moved,last_seen_goal_pursuit,6,6,0.666667,0.19265,0.192474,0.0,0.0,0.0,0.0,0.0,0.85979,0.135936,0.210779,0.283256,0.536525
occlusion_heavy_shift,mobile_pick_and_place,object_moved,memory_only_belief_tracking,6,6,0.5,0.337714,0.243722,0.0,0.0,0.0,0.0,0.0,0.725368,0.137554,0.181459,0.424884,0.382545
occlusion_heavy_shift,mobile_pick_and_place,object_moved,uncertainty_halt,6,6,0.5,0.374142,0.302078,0.166667,0.0,0.5,0.0,0.166667,0.727946,0.206434,0.144799,0.424884,-0.032683
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_viewpoint_reacquisition,6,6,0.666667,0.447503,0.321724,0.0,0.0,0.0,0.666667,0.833333,0.615907,0.241763,0.131301,0.283256,0.615289
occlusion_heavy_shift,mobile_pick_and_place,object_moved,pomdp_belief_planner,6,6,0.833333,0.51796,0.425148,0.0,0.0,0.0,0.666667,0.5,0.602608,0.221991,0.108931,0.141628,0.778474
occlusion_heavy_shift,mobile_pick_and_place,object_moved,goal_retargeting_heuristic,6,6,0.833333,0.415189,0.478542,0.0,0.0,0.0,0.0,0.666667,0.67257,0.227545,0.12134,0.141628,0.734747
occlusion_heavy_shift,mobile_pick_and_place,object_moved,failure_aware_manipulation_policy,6,6,0.833333,0.500308,0.455927,0.166667,0.0,0.0,0.5,0.333333,0.59181,0.218396,0.10486,0.141628,0.642655
occlusion_heavy_shift,mobile_pick_and_place,object_moved,robust_mpc_replan,6,6,1.0,0.480417,0.47564,0.166667,0.0,0.166667,0.333333,0.333333,0.614227,0.23695,0.106868,0.0,0.694693
occlusion_heavy_shift,mobile_pick_and_place,object_moved,conformal_goal_validity_filter,6,6,0.5,0.551557,0.435018,0.166667,0.166667,0.0,0.166667,0.666667,0.570032,0.21622,0.063392,0.424884,0.132436
occlusion_heavy_shift,mobile_pick_and_place,object_moved,learned_goal_state_classifier,6,6,0.833333,0.601896,0.474039,0.0,0.0,0.0,0.5,0.333333,0.579441,0.21459,0.087942,0.141628,0.768137
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_subgoal_probe_policy,6,6,0.5,0.560167,0.45099,0.0,0.0,0.333333,0.333333,0.166667,0.562409,0.268423,0.102512,0.424884,0.204633
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_budgeted_goal_recovery,6,6,0.666667,0.568308,0.488022,0.0,0.0,0.0,0.5,0.5,0.537533,0.243532,0.069823,0.283256,0.606369
occlusion_heavy_shift,mobile_pick_and_place,object_moved,proposed_disappearing_goal_belief_revision_v4,6,6,1.0,0.6795,0.588892,0.0,0.0,0.333333,0.166667,0.833333,0.480769,0.253815,0.071015,0.0,0.739194
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_calibrated_goal_belief_revision_v5,6,6,0.666667,0.751832,0.642897,0.0,0.0,0.0,0.333333,0.5,0.400707,0.271768,0.022856,0.283256,0.604239
occlusion_heavy_shift,mobile_pick_and_place,object_moved,oracle_goal_state_supervisor,6,6,1.0,0.809576,0.682592,0.0,0.0,0.0,0.666667,0.833333,0.353716,0.264819,0.008556,0.0,0.974639
occlusion_heavy_shift,mobile_pick_and_place,object_moved,last_seen_goal_pursuit,7,6,0.0,0.18381,0.206311,0.333333,0.0,0.0,0.166667,0.5,0.826639,0.12404,0.199939,0.875938,-0.329197
occlusion_heavy_shift,mobile_pick_and_place,object_moved,memory_only_belief_tracking,7,6,0.666667,0.305238,0.267324,0.166667,0.0,0.166667,0.5,0.166667,0.736271,0.145262,0.181238,0.291979,0.369735
occlusion_heavy_shift,mobile_pick_and_place,object_moved,uncertainty_halt,7,6,0.666667,0.375294,0.304402,0.0,0.0,0.166667,0.0,0.0,0.705886,0.213965,0.144237,0.291979,0.438784
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_viewpoint_reacquisition,7,6,0.5,0.444126,0.33057,0.0,0.166667,0.0,0.666667,0.333333,0.622527,0.248098,0.130012,0.437969,0.268925
occlusion_heavy_shift,mobile_pick_and_place,object_moved,pomdp_belief_planner,7,6,0.666667,0.525294,0.407535,0.0,0.0,0.0,0.5,0.333333,0.584259,0.217479,0.112673,0.291979,0.594922
occlusion_heavy_shift,mobile_pick_and_place,object_moved,goal_retargeting_heuristic,7,6,0.333333,0.405884,0.500785,0.0,0.166667,0.0,0.666667,0.333333,0.672203,0.21826,0.125504,0.583959,0.084968
occlusion_heavy_shift,mobile_pick_and_place,object_moved,failure_aware_manipulation_policy,7,6,0.166667,0.528153,0.435099,0.166667,0.0,0.166667,0.166667,0.333333,0.586266,0.230838,0.111533,0.729948,-0.147268
occlusion_heavy_shift,mobile_pick_and_place,object_moved,robust_mpc_replan,7,6,0.833333,0.469912,0.46505,0.166667,0.0,0.166667,0.333333,0.166667,0.62724,0.224823,0.096282,0.14599,0.525842
occlusion_heavy_shift,mobile_pick_and_place,object_moved,conformal_goal_validity_filter,7,6,0.666667,0.546008,0.44377,0.0,0.0,0.0,0.333333,0.333333,0.570651,0.223266,0.061515,0.291979,0.594288
occlusion_heavy_shift,mobile_pick_and_place,object_moved,learned_goal_state_classifier,7,6,0.666667,0.578158,0.479936,0.0,0.0,0.166667,0.333333,0.333333,0.561183,0.203495,0.087303,0.291979,0.498072
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_subgoal_probe_policy,7,6,0.833333,0.548337,0.457137,0.0,0.166667,0.0,0.833333,0.333333,0.533121,0.258277,0.10499,0.14599,0.619489
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_budgeted_goal_recovery,7,6,0.833333,0.538519,0.520805,0.166667,0.0,0.0,0.5,0.333333,0.519637,0.238699,0.069671,0.14599,0.647914
occlusion_heavy_shift,mobile_pick_and_place,object_moved,proposed_disappearing_goal_belief_revision_v4,7,6,1.0,0.663756,0.569891,0.0,0.0,0.0,0.333333,0.333333,0.457264,0.24798,0.073165,0.0,0.923313
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_calibrated_goal_belief_revision_v5,7,6,0.333333,0.758109,0.655526,0.0,0.0,0.0,0.333333,0.666667,0.327039,0.260443,0.025426,0.583959,0.283443
occlusion_heavy_shift,mobile_pick_and_place,object_moved,oracle_goal_state_supervisor,7,6,1.0,0.830925,0.68505,0.0,0.0,0.0,1.0,0.833333,0.323647,0.274959,0.00521,0.0,0.993881
occlusion_heavy_shift,mobile_pick_and_place,object_moved,last_seen_goal_pursuit,8,6,0.0,0.201033,0.18434,0.333333,0.0,0.0,0.166667,0.0,0.811634,0.144138,0.201625,0.855663,-0.357347
occlusion_heavy_shift,mobile_pick_and_place,object_moved,memory_only_belief_tracking,8,6,0.5,0.312996,0.237609,0.0,0.166667,0.333333,0.166667,0.5,0.748199,0.14924,0.175484,0.427831,0.039211
occlusion_heavy_shift,mobile_pick_and_place,object_moved,uncertainty_halt,8,6,0.833333,0.371658,0.289181,0.0,0.166667,0.0,0.0,0.0,0.701175,0.214162,0.1361,0.14261,0.524084
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_viewpoint_reacquisition,8,6,0.666667,0.457271,0.32105,0.0,0.0,0.166667,0.333333,0.166667,0.611629,0.24678,0.133636,0.285221,0.465151
occlusion_heavy_shift,mobile_pick_and_place,object_moved,pomdp_belief_planner,8,6,0.666667,0.494529,0.420973,0.0,0.0,0.166667,0.166667,0.5,0.569849,0.214821,0.112668,0.285221,0.485608
occlusion_heavy_shift,mobile_pick_and_place,object_moved,goal_retargeting_heuristic,8,6,0.666667,0.408249,0.461473,0.333333,0.0,0.0,0.333333,0.833333,0.671327,0.217941,0.132046,0.285221,0.357835
occlusion_heavy_shift,mobile_pick_and_place,object_moved,failure_aware_manipulation_policy,8,6,0.333333,0.523488,0.475027,0.166667,0.0,0.0,0.5,0.333333,0.558057,0.235487,0.105565,0.570442,0.13906
occlusion_heavy_shift,mobile_pick_and_place,object_moved,robust_mpc_replan,8,6,0.666667,0.493988,0.461211,0.0,0.0,0.333333,0.666667,0.333333,0.630685,0.243081,0.108419,0.285221,0.403356
occlusion_heavy_shift,mobile_pick_and_place,object_moved,conformal_goal_validity_filter,8,6,1.0,0.530858,0.44336,0.0,0.0,0.0,0.166667,0.666667,0.550724,0.216798,0.059966,0.0,0.934668
occlusion_heavy_shift,mobile_pick_and_place,object_moved,learned_goal_state_classifier,8,6,0.666667,0.577477,0.47184,0.166667,0.0,0.166667,0.166667,0.333333,0.558611,0.209435,0.093204,0.285221,0.364567
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_subgoal_probe_policy,8,6,0.333333,0.564483,0.456352,0.0,0.0,0.166667,0.166667,0.666667,0.557347,0.26673,0.110627,0.570442,0.145276
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_budgeted_goal_recovery,8,6,0.833333,0.56413,0.485317,0.0,0.0,0.0,0.333333,0.666667,0.53104,0.248758,0.064984,0.14261,0.769524
occlusion_heavy_shift,mobile_pick_and_place,object_moved,proposed_disappearing_goal_belief_revision_v4,8,6,0.5,0.666045,0.568618,0.0,0.0,0.166667,0.5,0.833333,0.466851,0.241182,0.069607,0.427831,0.362323
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_calibrated_goal_belief_revision_v5,8,6,0.666667,0.750541,0.664637,0.0,0.0,0.0,0.5,0.333333,0.413017,0.270912,0.023505,0.285221,0.607071
occlusion_heavy_shift,mobile_pick_and_place,object_moved,oracle_goal_state_supervisor,8,6,0.833333,0.812825,0.694754,0.0,0.0,0.0,0.833333,0.333333,0.355339,0.263334,0.003234,0.0,0.802767
occlusion_heavy_shift,mobile_pick_and_place,object_moved,last_seen_goal_pursuit,9,6,0.666667,0.191675,0.199824,0.166667,0.0,0.0,0.0,0.666667,0.826352,0.129176,0.214689,0.295006,0.449365
occlusion_heavy_shift,mobile_pick_and_place,object_moved,memory_only_belief_tracking,9,6,0.166667,0.314318,0.273214,0.0,0.0,0.166667,0.0,0.333333,0.715749,0.150198,0.176125,0.737515,-0.034594
occlusion_heavy_shift,mobile_pick_and_place,object_moved,uncertainty_halt,9,6,0.666667,0.373127,0.305402,0.333333,0.0,0.0,0.333333,0.0,0.687919,0.219734,0.1415,0.295006,0.316887
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_viewpoint_reacquisition,9,6,0.333333,0.459183,0.329703,0.0,0.0,0.166667,0.5,0.333333,0.614453,0.248698,0.133384,0.590012,0.14949
occlusion_heavy_shift,mobile_pick_and_place,object_moved,pomdp_belief_planner,9,6,0.333333,0.498644,0.409412,0.166667,0.166667,0.0,0.5,0.5,0.528414,0.232488,0.117662,0.590012,-0.03372
occlusion_heavy_shift,mobile_pick_and_place,object_moved,goal_retargeting_heuristic,9,6,0.5,0.419394,0.473639,0.0,0.0,0.166667,0.166667,0.666667,0.678512,0.222379,0.12972,0.442509,0.314989
occlusion_heavy_shift,mobile_pick_and_place,object_moved,failure_aware_manipulation_policy,9,6,0.833333,0.535404,0.452755,0.333333,0.166667,0.0,0.5,0.833333,0.591576,0.239486,0.106109,0.147503,0.358565
occlusion_heavy_shift,mobile_pick_and_place,object_moved,robust_mpc_replan,9,6,0.666667,0.481874,0.470021,0.166667,0.166667,0.166667,0.333333,0.5,0.622564,0.233715,0.107997,0.295006,0.189165
occlusion_heavy_shift,mobile_pick_and_place,object_moved,conformal_goal_validity_filter,9,6,0.833333,0.544625,0.456974,0.166667,0.0,0.166667,0.333333,0.5,0.544146,0.22265,0.056648,0.147503,0.554368
occlusion_heavy_shift,mobile_pick_and_place,object_moved,learned_goal_state_classifier,9,6,0.5,0.580844,0.463923,0.0,0.0,0.166667,0.333333,0.666667,0.549266,0.220309,0.089484,0.442509,0.341758
occlusion_heavy_shift,mobile_pick_and_place,object_moved,active_subgoal_probe_policy,9,6,0.0,0.57884,0.457308,0.0,0.0,0.0,0.0,0.5,0.525238,0.261556,0.100694,0.885018,-0.104381
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_budgeted_goal_recovery,9,6,0.833333,0.570913,0.472685,0.0,0.0,0.0,0.333333,0.5,0.550853,0.24568,0.076183,0.147503,0.759493
occlusion_heavy_shift,mobile_pick_and_place,object_moved,proposed_disappearing_goal_belief_revision_v4,9,6,0.833333,0.669458,0.582993,0.0,0.0,0.0,0.333333,0.5,0.485783,0.257439,0.074948,0.147503,0.759491
occlusion_heavy_shift,mobile_pick_and_place,object_moved,risk_calibrated_goal_belief_revision_v5,9,6,0.833333,0.750026,0.641908,0.0,0.0,0.0,0.666667,1.0,0.414421,0.269331,0.022371,0.147503,0.813598
occlusion_heavy_shift,mobile_pick_and_place,object_moved,oracle_goal_state_supervisor,9,6,1.0,0.835903,0.706267,0.0,0.0,0.0,0.5,0.833333,0.340576,0.269516,0.01329,0.0,0.966954
occlusion_heavy_shift,mobile_pick_and_place,object_removed,last_seen_goal_pursuit,0,6,0.5,0.195503,0.191651,0.0,0.0,0.0,0.333333,0.5,0.908064,0.135301,0.207292,0.44002,0.412569
